"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 11,5 Miliar","Kebayoran Baru, Jakarta Selatan","17","10","","277 m²","250 m²"
"Rp 8 Miliar","Pondok Indah, Jakarta Selatan","4","4","1","205 m²","210 m²"
"Rp 7 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","176 m²","412 m²"
"Rp 32 Miliar","Pakubuwono, Jakarta Selatan","","","","802 m²","802 m²"
"Rp 1,9 Miliar","Sunter, Jakarta Utara","","","","90 m²","70 m²"
"Rp 13 Miliar","Pondok Indah, Jakarta Selatan","","","","200 m²","400 m²"
"Rp 5,6 Miliar","Cilandak, Jakarta Selatan","","","","284 m²","200 m²"
"Rp 15,5 Miliar","Srengseng, Jakarta Barat","40","40","6","800 m²","1500 m²"
"Rp 14 Miliar","Kemayoran, Jakarta Pusat","4","4","4","360 m²","900 m²"
"Rp 16 Miliar","Kebayoran Baru, Jakarta Selatan","4","3","1","254 m²","300 m²"
"Rp 10,5 Miliar","Intercon, Jakarta Barat","4","3","2","300 m²","290 m²"
"Rp 3,5 Miliar","Cilandak, Jakarta Selatan","3","2","2","100 m²","200 m²"
"Rp 14,9 Miliar","Cipete, Jakarta Selatan","4","3","","718 m²","300 m²"
"Rp 18 Miliar","Cilandak, Jakarta Selatan","4","3","6","1400 m²","400 m²"
"Rp 3,3 Miliar","Pejaten, Jakarta Selatan","3","2","1","217 m²","160 m²"
"Rp 7 Miliar","Kalibata, Jakarta Selatan","6","4","2","390 m²","450 m²"
"Rp 3 Miliar","Pesanggrahan, Jakarta Selatan","4","2","","253 m²","220 m²"
"Rp 5,9 Miliar","Pejaten, Jakarta Selatan","3","3","2","654 m²","175 m²"
"Rp 11 Miliar","Cipete, Jakarta Selatan","5","3","","572 m²","317 m²"
"Rp 1,25 Miliar","Taman Palem, Jakarta Barat","2","1","1","180 m²","100 m²"
"Rp 2,5 Miliar","Cibubur, Jakarta Timur","3","3","1","400 m²","280 m²"
"Rp 3,35 Miliar","Kalideres, Jakarta Barat","2","2","","100 m²","128 m²"
"Rp 3,8 Miliar","Citra Garden, Jakarta Barat","4","3","","120 m²","120 m²"
"Rp 1,85 Miliar","Duren Sawit, Jakarta Timur","3","2","2","157 m²","130 m²"
"Rp 1,17 Miliar","Lubang Buaya, Jakarta Timur","3","2","2","65 m²","80 m²"
"Rp 13,9 Miliar","Pondok Indah, Jakarta Selatan","5","5","2","362 m²","706 m²"
"Rp 4,5 Miliar","Tomang, Jakarta Barat","3","3","1","93 m²","186 m²"
"Rp 21,5 Miliar","Permata Hijau, Jakarta Selatan","4","4","2","410 m²","550 m²"
"Rp 4,9 Miliar","Tebet, Jakarta Selatan","6","6","2","236 m²","200 m²"
"Rp 1 Miliar","Pejaten, Jakarta Selatan","3","3","1","40 m²","90 m²"
"Rp 2,3 Miliar","Pulogebang, Jakarta Timur","1","2","","325 m²","45 m²"
"Rp 17 Miliar","Bangka, Jakarta Selatan","8","5","6","977 m²","572 m²"
"Rp 3,9 Miliar","Kebon Jeruk, Jakarta Barat","4","5","","144 m²","250 m²"
"Rp 3,9 Miliar","Kebon Jeruk, Jakarta Barat","4","5","1","144 m²","250 m²"
"Rp 3,7 Miliar","Semanan, Jakarta Barat","3","3","","144 m²","150 m²"
"Rp 6,8 Miliar","Petojo, Jakarta Pusat","4","2","2","220 m²","160 m²"
"Rp 3,8 Miliar","Sunter, Jakarta Utara","3","2","1","105 m²","210 m²"
"Rp 1,68 Miliar","Bintaro, Jakarta Selatan","3","3","1","60 m²","132 m²"
"Rp 1,7 Miliar","Cengkareng, Jakarta Barat","3","2","","90 m²","120 m²"
"Rp 8 Miliar","Cilandak, Jakarta Selatan","6","3","1","600 m²","250 m²"
"Rp 34 Miliar","Pondok Indah, Jakarta Selatan","6","6","","953 m²","646 m²"
"Rp 6,1 Miliar","Kelapa Gading, Jakarta Utara","4","4","","180 m²","360 m²"
"Rp 2,45 Miliar","Cakung, Jakarta Timur","3","2","2","120 m²","92 m²"
"Rp 10,5 Miliar","Jagakarsa, Jakarta Selatan","4","2","","750 m²","300 m²"
"Rp 5,5 Miliar","Pasar Minggu, Jakarta Selatan","4","4","2","199 m²","250 m²"
"Rp 3,3 Miliar","Green Lake City, Jakarta Barat","3","3","2","144 m²","165 m²"
"Rp 4 Miliar","Kelapa Gading, Jakarta Utara","4","2","1","128 m²","128 m²"
"Rp 1,3 Miliar","Green Lake City, Jakarta Barat","2","2","1","48 m²","88 m²"
"Rp 4,17 Miliar","Metland Puri, Jakarta Barat","3","3","","192 m²","180 m²"
"Rp 1,29 Miliar","Bambu Apus, Jakarta Timur","3","2","","75 m²","75 m²"
"Rp 1,6 Miliar","Tomang, Jakarta Barat","2","2","","67 m²","130 m²"
"Rp 43 Miliar","Menteng, Jakarta Pusat","5","6","3","519 m²","470 m²"
"Rp 4,7 Miliar","Green Lake City, Jakarta Barat","4","3","2","195 m²","250 m²"
"Rp 8,5 Miliar","Duren Tiga, Jakarta Selatan","4","4","1","246 m²","221 m²"
"Rp 1,29 Miliar","Taman Mini, Jakarta Timur","3","3","2","92 m²","130 m²"
"Rp 5,5 Miliar","Taman Grisenda, Jakarta Utara","3","3","1","166 m²","166 m²"
"Rp 6,5 Miliar","Kelapa Gading, Jakarta Utara","3","4","","186 m²","391 m²"
"Rp 28 Miliar","Kebayoran Lama, Jakarta Selatan","5","5","","616 m²","580 m²"
"Rp 35 Miliar","Radio Dalam, Jakarta Selatan","49","49","","790 m²","3000 m²"
"Rp 20 Miliar","Permata Hijau, Jakarta Selatan","5","4","","505 m²","650 m²"
"Rp 27 Miliar","Radio Dalam, Jakarta Selatan","46","46","","550 m²","1500 m²"
"Rp 4,3 Miliar","Tomang, Jakarta Barat","3","3","","110 m²","200 m²"
"Rp 45,4 Miliar","Permata Hijau, Jakarta Selatan","4","4","","909 m²","460 m²"
"Rp 13,5 Miliar","Sunter, Jakarta Utara","5","3","","300 m²","350 m²"
"Rp 39 Miliar","Kuningan, Jakarta Selatan","30","10","","877 m²","700 m²"
"Rp 4,99 Miliar","Antasari, Jakarta Selatan","4","2","3","350 m²","190 m²"
"Rp 8,3 Miliar","Tebet, Jakarta Selatan","4","4","2","247 m²","250 m²"
"Rp 5,7 Miliar","Kelapa Gading, Jakarta Utara","4","3","","153 m²","324 m²"
"Rp 410 Juta","Marunda, Jakarta Utara","2","1","1","60 m²","36 m²"
"Rp 5 Miliar","Green Lake City, Jakarta Barat","3","3","","203 m²","200 m²"
"Rp 4,6 Miliar","Cakung, Jakarta Timur","4","3","","153 m²","270 m²"
"Rp 1,6 Miliar","Duri Kosambi, Jakarta Barat","4","2","2","102 m²","90 m²"
"Rp 7,89 Miliar","Puri Indah, Jakarta Barat","3","3","2","140 m²","150 m²"
"Rp 4,39 Miliar","Muara Karang, Jakarta Utara","3","2","","120 m²","160 m²"
"Rp 3,74 Miliar","Puri Indah, Jakarta Barat","3","3","","120 m²","131 m²"
"Rp 2,5 Miliar","Tebet, Jakarta Selatan","4","3","2","87 m²","150 m²"
"Rp 6,29 Miliar","Kelapa Gading, Jakarta Utara","3","3","1","380 m²","500 m²"
"Rp 2,9 Miliar","Cempaka Putih, Jakarta Pusat","5","1","","158 m²","200 m²"
"Rp 5,45 Miliar","Cempaka Putih, Jakarta Pusat","3","3","","151 m²","197 m²"
"Rp 2,5 Miliar","Kampung Ambon, Jakarta Timur","4","3","2","135 m²","200 m²"
"Rp 5,5 Miliar","Kemanggisan, Jakarta Barat","3","2","2","110 m²","180 m²"
"Rp 1 Miliar","Tanjung Duren, Jakarta Barat","3","2","","61 m²","55 m²"
"Rp 9,6 Miliar","Ampera, Jakarta Selatan","","","","528 m²","500 m²"
"Rp 3 Miliar","Jelambar, Jakarta Barat","2","2","","119 m²","192 m²"
"Rp 2,3 Miliar","Cengkareng, Jakarta Barat","3","2","2","102 m²","72 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","5","5","","915 m²","680 m²"
"Rp 12 Miliar","Pluit, Jakarta Utara","4","5","","200 m²","660 m²"
"Rp 5,7 Miliar","Cipete, Jakarta Selatan","4","4","1","211 m²","203 m²"
"Rp 1,4 Miliar","Jagakarsa, Jakarta Selatan","3","2","1","60 m²","110 m²"
"Rp 2,69 Miliar","Duri Kepa, Jakarta Barat","3","5","2","99 m²","180 m²"
"Rp 6 Miliar","Puri Indah, Jakarta Barat","3","2","","150 m²","200 m²"
"Rp 4,2 Miliar","Johar Baru, Jakarta Pusat","4","2","1","270 m²","120 m²"
"Rp 2,1 Miliar","Senen, Jakarta Pusat","15","11","","124 m²","170 m²"
"Rp 5 Miliar","Cipinang, Jakarta Timur","3","2","2","281 m²","360 m²"
"Rp 1,3 Miliar","Green Lake City, Jakarta Barat","2","2","1","48 m²","76 m²"
"Rp 1,17 Miliar","Lubang Buaya, Jakarta Timur","3","2","2","65 m²","80 m²"
"Rp 2,9 Miliar","Kelapa Gading, Jakarta Utara","5","3","","193 m²","220 m²"
"Rp 4,6 Miliar","Kelapa Gading, Jakarta Utara","4","3","","153 m²","180 m²"
"Rp 1,6 Miliar","Bandengan, Jakarta Utara","3","2","","80 m²","230 m²"
"Rp 11,9 Miliar","Pondok Indah, Jakarta Selatan","4","3","1","263 m²","420 m²"
"Rp 4,9 Miliar","Pondok Indah, Jakarta Selatan","3","3","2","122 m²","150 m²"
"Rp 4,7 Miliar","Green Lake City, Jakarta Barat","4","4","4","195 m²","250 m²"
"Rp 3 Miliar","Rawamangun, Jakarta Timur","3","1","","135 m²","180 m²"
"Rp 3,9 Miliar","Ragunan, Jakarta Selatan","4","4","2","195 m²","165 m²"
"Rp 1,95 Miliar","Jagakarsa, Jakarta Selatan","3","2","","295 m²","150 m²"
"Rp 998 Juta","Jagakarsa, Jakarta Selatan","3","3","1","60 m²","120 m²"
"Rp 5,9 Miliar","Muara Karang, Jakarta Utara","","","","120 m²","250 m²"
"Rp 450 Juta","Pasar Minggu, Jakarta Selatan","2","1","","51 m²","48 m²"
"Rp 7,7 Miliar","Kebon Jeruk, Jakarta Barat","4","3","2","360 m²","280 m²"
"Rp 4,5 Miliar","Kebon Jeruk, Jakarta Barat","6","4","","170 m²","270 m²"
"Rp 8,5 Miliar","Cilandak, Jakarta Selatan","8","4","2","592 m²","557 m²"
"Rp 5,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","120 m²","240 m²"
"Rp 29 Miliar","Kemang, Jakarta Selatan","4","4","6","1000 m²","600 m²"
"Rp 7,9 Miliar","Pondok Indah, Jakarta Selatan","4","4","1","212 m²","200 m²"
"Rp 3,6 Miliar","Cilandak, Jakarta Selatan","4","4","2","205 m²","270 m²"
"Rp 1,2 Miliar","Jagakarsa, Jakarta Selatan","2","1","1","108 m²","55 m²"
"Rp 1,35 Miliar","Jagakarsa, Jakarta Selatan","3","3","","84 m²","130 m²"
"Rp 3,2 Miliar","Cilandak, Jakarta Selatan","5","5","","200 m²","270 m²"
"Rp 10,5 Miliar","Jagakarsa, Jakarta Selatan","4","6","10","1200 m²","500 m²"
"Rp 2,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","1","80 m²","80 m²"
"Rp 7,8 Miliar","Joglo, Jakarta Barat","4","3","2","208 m²","380 m²"
"Rp 1,95 Miliar","Kelapa Gading, Jakarta Utara","3","2","1","65 m²","80 m²"
"Rp 1,97 Miliar","Kelapa Gading, Jakarta Utara","3","2","","60 m²","90 m²"
"Rp 1,95 Miliar","Kelapa Gading, Jakarta Utara","3","2","1","75 m²","100 m²"
"Rp 17 Miliar","Kemang, Jakarta Selatan","","","","1049 m²","500 m²"
"Rp 11,5 Miliar","Kebayoran Baru, Jakarta Selatan","3","2","1","263 m²","180 m²"
"Rp 3,2 Miliar","Jelambar, Jakarta Barat","4","3","1","130 m²","195 m²"
"Rp 2,95 Miliar","Jelambar, Jakarta Barat","4","3","1","112 m²","165 m²"
"Rp 1,9 Miliar","Jelambar, Jakarta Barat","3","2","1","68 m²","113 m²"
"Rp 1,65 Miliar","Glodok, Jakarta Pusat","3","2","","64 m²","192 m²"
"Rp 16,5 Miliar","Pejaten, Jakarta Selatan","5","6","7","670 m²","500 m²"
"Rp 3,7 Miliar","Tebet, Jakarta Selatan","4","2","2","153 m²","300 m²"
"Rp 3,5 Miliar","Cipete, Jakarta Selatan","4","4","","147 m²","250 m²"
"Rp 10,8 Miliar","Cilandak, Jakarta Selatan","4","4","2","327 m²","475 m²"
"Rp 1,68 Miliar","Bintaro, Jakarta Selatan","3","3","1","60 m²","132 m²"
"Rp 11 Miliar","Tebet, Jakarta Selatan","16","6","","356 m²","639 m²"
"Rp 14 Miliar","Sunter, Jakarta Utara","","","","486 m²","700 m²"
"Rp 75 Miliar","Menteng, Jakarta Pusat","9","5","10","925 m²","1485 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","3","5","9","707 m²","784 m²"
"Rp 19,5 Miliar","Menteng, Jakarta Pusat","4","4","4","370 m²","720 m²"
"Rp 10 Miliar","Sunter, Jakarta Utara","4","4","","345 m²","500 m²"
"Rp 24 Miliar","Pondok Indah, Jakarta Selatan","4","3","1","600 m²","250 m²"
"Rp 1,8 Miliar","Sunter, Jakarta Utara","3","2","1","90 m²","150 m²"
"Rp 2,7 Miliar","Cakung, Jakarta Timur","3","3","","98 m²","150 m²"
"Rp 2,9 Miliar","Cakung, Jakarta Timur","3","2","","98 m²","91 m²"
"Rp 6 Miliar","Sunter, Jakarta Utara","","","","181 m²","280 m²"
"Rp 4,2 Miliar","Cakung, Jakarta Timur","4","3","","153 m²","270 m²"
"Rp 1,08 Miliar","Lubang Buaya, Jakarta Timur","3","2","2","60 m²","65 m²"
"Rp 5 Miliar","Tawakal, Jakarta Barat","7","3","","219 m²","204 m²"
"Rp 4,5 Miliar","Kebon Jeruk, Jakarta Barat","5","3","1","160 m²","280 m²"
"Rp 4,9 Miliar","Tomang, Jakarta Barat","17","17","","66 m²","264 m²"
"Rp 3,95 Miliar","Duri Kepa, Jakarta Barat","3","3","2","180 m²","268 m²"
"Rp 3,1 Miliar","Daan Mogot, Jakarta Barat","3","3","2","105 m²","135 m²"
"Rp 15,5 Miliar","Permata Buana, Jakarta Barat","5","5","2","565 m²","700 m²"
"Rp 8,25 Miliar","Tebet, Jakarta Selatan","6","5","1","200 m²","380 m²"
"Rp 6 Miliar","Tebet, Jakarta Selatan","5","3","1","165 m²","300 m²"
"Rp 20,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","","450 m²","400 m²"
"Rp 85 Miliar","Mampang Prapatan, Jakarta Selatan","5","4","4","1723 m²","740 m²"
"Rp 270 Miliar","Pondok Indah, Jakarta Selatan","6","6","","3825 m²","1345 m²"
"Rp 70 Miliar","Pancoran, Jakarta Selatan","5","5","2","2504 m²","1190 m²"
"Rp 4,5 Miliar","Pasar Minggu, Jakarta Selatan","4","3","2","200 m²","270 m²"
"Rp 2,8 Miliar","Kebon Jeruk, Jakarta Barat","5","4","2","205 m²","300 m²"
"Rp 5,2 Miliar","Muara Karang, Jakarta Utara","3","3","","160 m²","250 m²"
"Rp 7 Miliar","Cideng, Jakarta Pusat","5","2","1","258 m²","200 m²"
"Rp 2 Miliar","Jagakarsa, Jakarta Selatan","3","3","","92 m²","160 m²"
"Rp 3,8 Miliar","Jagakarsa, Jakarta Selatan","4","4","","134 m²","240 m²"
"Rp 7,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","1","25 m²","450 m²"
"Rp 22,5 Miliar","Puri Indah, Jakarta Barat","4","3","2","600 m²","541 m²"
"Rp 4,2 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","120 m²","120 m²"
"Rp 26 Miliar","Pluit, Jakarta Utara","7","6","","729 m²","1100 m²"
"Rp 1,35 Miliar","Petukangan, Jakarta Selatan","3","2","1","77 m²","100 m²"
"Rp 7,75 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","4","","250 m²","500 m²"
"Rp 38 Miliar","Menteng, Jakarta Pusat","3","2","","778 m²","407 m²"
"Rp 17 Triliun","Bendungan Hilir, Jakarta Pusat","8","4","","520 m²","650 m²"
"Rp 35 Miliar","Menteng, Jakarta Pusat","4","7","","688 m²","249 m²"
"Rp 28,5 Miliar","Kebayoran Lama, Jakarta Selatan","5","4","","601 m²","500 m²"
"Rp 33,5 Miliar","Lebak Bulus, Jakarta Selatan","6","4","","1720 m²","500 m²"
"Rp 3,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","1","88 m²","180 m²"
"Rp 5,5 Miliar","Cilandak, Jakarta Selatan","4","4","2","163 m²","330 m²"
"Rp 3,6 Miliar","Lebak Bulus, Jakarta Selatan","3","3","","685 m²","400 m²"
"Rp 1,6 Miliar","Jagakarsa, Jakarta Selatan","3","2","2","90 m²","110 m²"
"Rp 3,5 Miliar","Cilandak, Jakarta Selatan","4","4","2","135 m²","230 m²"
"Rp 3,85 Miliar","Cilandak, Jakarta Selatan","4","3","5","729 m²","210 m²"
"Rp 6 Miliar","Pejaten, Jakarta Selatan","4","3","10","820 m²","400 m²"
"Rp 5,6 Miliar","Kemang, Jakarta Selatan","3","3","3","155 m²","353 m²"
"Rp 2,5 Miliar","Ciganjur, Jakarta Selatan","4","4","2","92 m²","200 m²"
"Rp 2,1 Miliar","Jelambar, Jakarta Barat","3","3","1","63 m²","126 m²"
"Rp 10,5 Miliar","Lebak Bulus, Jakarta Selatan","5","4","3","640 m²","500 m²"
"Rp 3 Miliar","Cipayung, Jakarta Timur","4","3","2","120 m²","170 m²"
"Rp 6,8 Miliar","Jelambar, Jakarta Barat","6","4","3","300 m²","450 m²"
"Rp 4,75 Miliar","Jelambar, Jakarta Barat","4","4","2","200 m²","400 m²"
"Rp 2,2 Miliar","Kembangan, Jakarta Barat","3","3","1","200 m²","350 m²"
"Rp 2,1 Miliar","Jelambar, Jakarta Barat","2","2","","62 m²","126 m²"
"Rp 4,75 Miliar","Jelambar, Jakarta Barat","4","4","","200 m²","450 m²"
"Rp 6,8 Miliar","Jelambar, Jakarta Barat","5","3","","300 m²","450 m²"
"Rp 900 Juta","Tanjung Duren Selatan, Jakarta Barat","2","1","","39 m²","39 m²"
"Rp 91,8 Miliar","Pondok Indah, Jakarta Selatan","","","","1670 m²","623 m²"
"Rp 14,7 Miliar","Lebak Bulus, Jakarta Selatan","3","2","","517 m²","150 m²"
"Rp 17 Miliar","Kuningan, Jakarta Selatan","3","1","1","300 m²","190 m²"
"Rp 3,7 Miliar","Ragunan, Jakarta Selatan","4","4","2","301 m²","250 m²"
"Rp 2,2 Miliar","Green garden, Jakarta Barat","3","2","","144 m²","140 m²"
"Rp 6,5 Miliar","Sunter, Jakarta Utara","","","","226 m²","360 m²"
"Rp 2,2 Miliar","Green garden, Jakarta Barat","3","3","","96 m²","124 m²"
"Rp 2,35 Miliar","Joglo, Jakarta Barat","4","3","2","173 m²","209 m²"
"Rp 4,5 Miliar","Kedoya, Jakarta Barat","4","4","","272 m²","500 m²"
"Rp 5,8 Miliar","Muara Karang, Jakarta Utara","3","2","1","200 m²","250 m²"
"Rp 1,97 Miliar","Cipayung, Jakarta Timur","4","4","","84 m²","160 m²"
"Rp 12 Miliar","Sunter, Jakarta Utara","","","","390 m²","950 m²"
"Rp 7,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","250 m²","600 m²"
"Rp 2,1 Miliar","Cipayung, Jakarta Timur","3","3","","84 m²","120 m²"
"Rp 12 Miliar","Sunter, Jakarta Utara","5","4","2","390 m²","950 m²"
"Rp 2,5 Miliar","Jelambar, Jakarta Barat","3","3","","68 m²","200 m²"
"Rp 9,3 Miliar","Sunter, Jakarta Utara","5","3","","375 m²","350 m²"
"Rp 9,5 Miliar","Sunter, Jakarta Utara","3","3","","478 m²","520 m²"
"Rp 2,35 Miliar","Green Lake City, Jakarta Barat","3","2","2","90 m²","130 m²"
"Rp 1,7 Miliar","Setiabudi, Jakarta Selatan","3","2","1","51 m²","100 m²"
"Rp 3,65 Miliar","Muara Karang, Jakarta Utara","3","3","1","90 m²","150 m²"
"Rp 30 Miliar","Menteng, Jakarta Pusat","","","","340 m²","500 m²"
"Rp 23 Miliar","Tebet, Jakarta Selatan","4","3","5","530 m²","600 m²"
"Rp 2,35 Miliar","Duri Kepa, Jakarta Barat","4","3","1","66 m²","180 m²"
"Rp 2,55 Miliar","Duri Kepa, Jakarta Barat","5","4","1","97 m²","200 m²"
"Rp 3,54 Miliar","Cilandak, Jakarta Selatan","5","5","2","101 m²","240 m²"
"Rp 2,9 Miliar","Cakung, Jakarta Timur","3","4","","98 m²","91 m²"
"Rp 3,2 Miliar","Jelambar, Jakarta Barat","3","3","1","95 m²","282 m²"
"Rp 4 Miliar","Semanan, Jakarta Barat","4","3","3","254 m²","256 m²"
"Rp 2,3 Miliar","Jelambar, Jakarta Barat","3","1","","80 m²","220 m²"
"Rp 2,2 Miliar","Semanan, Jakarta Barat","4","4","3","120 m²","200 m²"
"Rp 2,55 Miliar","Jelambar, Jakarta Barat","4","4","1","64 m²","140 m²"
"Rp 1,29 Miliar","Taman Ratu, Jakarta Barat","3","3","1","34 m²","90 m²"
"Rp 2,05 Miliar","Taman Ratu, Jakarta Barat","3","4","1","56 m²","130 m²"
"Rp 3,5 Miliar","Cakung, Jakarta Timur","3","3","","105 m²","122 m²"
"Rp 1,55 Miliar","Cakung, Jakarta Timur","3","3","1","66 m²","74 m²"
"Rp 8,97 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","200 m²","400 m²"
"Rp 1,7 Miliar","Teluk Gong, Jakarta Utara","3","2","1","80 m²","120 m²"
"Rp 2,1 Miliar","Cengkareng, Jakarta Barat","2","2","2","90 m²","120 m²"
"Rp 8 Miliar","Green Ville, Jakarta Barat","4","3","2","320 m²","450 m²"
"Rp 2,9 Miliar","Sunter, Jakarta Utara","3","2","","88 m²","201 m²"
"Rp 18,5 Miliar","Pulomas, Jakarta Timur","5","5","4","826 m²","420 m²"
"Rp 65 Miliar","Mega Kuningan, Jakarta Selatan","7","7","5","1032 m²","1500 m²"
"Rp 29 Miliar","Pondok Indah, Jakarta Selatan","5","4","6","630 m²","500 m²"
"Rp 9 Miliar","Cilandak, Jakarta Selatan","4","5","3","327 m²","500 m²"
"Rp 15,5 Miliar","Cipete, Jakarta Selatan","4","3","2","541 m²","500 m²"
"Rp 2,9 Miliar","Taman Kencana, Jakarta Barat","4","2","1","195 m²","200 m²"
"Rp 10,5 Miliar","Lebak Bulus, Jakarta Selatan","4","4","2","650 m²","500 m²"
"Rp 5,7 Miliar","Puri Indah, Jakarta Barat","4","4","1","140 m²","285 m²"
"Rp 32 Miliar","Kuningan, Jakarta Selatan","5","4","","630 m²","500 m²"
"Rp 4,99 Miliar","Lebak Bulus, Jakarta Selatan","4","2","2","350 m²","190 m²"
"Rp 39 Miliar","Kebayoran Baru, Jakarta Selatan","5","5","","994 m²","1000 m²"
"Rp 2,84 Miliar","Duri Kepa, Jakarta Barat","3","3","2","99 m²","150 m²"
"Rp 5,9 Miliar","Permata Buana, Jakarta Barat","4","4","1","160 m²","250 m²"
"Rp 2,57 Miliar","Bambu Apus, Jakarta Timur","4","3","1","111 m²","197 m²"
"Rp 2,85 Miliar","Bambu Apus, Jakarta Timur","4","3","2","114 m²","165 m²"
"Rp 1,55 Miliar","Cakung, Jakarta Timur","3","3","2","85 m²","75 m²"
"Rp 20 Miliar","Pondok Indah, Jakarta Selatan","5","4","2","429 m²","400 m²"
"Rp 4 Miliar","Green Lake City, Jakarta Barat","4","3","2","160 m²","250 m²"
"Rp 6,75 Miliar","Pejaten, Jakarta Selatan","5","3","2","419 m²","296 m²"
"Rp 11,7 Miliar","Pasar Minggu, Jakarta Selatan","4","3","2","1000 m²","250 m²"
"Rp 5,6 Miliar","Tebet, Jakarta Selatan","4","3","","225 m²","180 m²"
"Rp 53,3 Miliar","Menteng, Jakarta Pusat","5","4","3","1078 m²","1500 m²"
"Rp 12 Miliar","Sunter, Jakarta Utara","6","5","","390 m²","950 m²"
"Rp 3,9 Miliar","Cengkareng, Jakarta Barat","4","3","3","115 m²","200 m²"
"Rp 13,9 Miliar","Meruya, Jakarta Barat","6","4","","400 m²","800 m²"
"Rp 3,9 Miliar","Puri Indah, Jakarta Barat","","","","140 m²","150 m²"
"Rp 27,5 Miliar","Permata Hijau, Jakarta Selatan","6","4","2","1562 m²","620 m²"
"Rp 1,75 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","151 m²","170 m²"
"Rp 4 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 3,85 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 1,85 Miliar","Ragunan, Jakarta Selatan","3","3","1","112 m²","180 m²"
"Rp 2,69 Miliar","Cakung, Jakarta Timur","3","3","2","98 m²","115 m²"
"Rp 487 Juta","Tanjung Priok, Jakarta Utara","1","1","1","22 m²","22 m²"
"Rp 12,5 Miliar","Pondok Indah, Jakarta Selatan","4","3","1","225 m²","250 m²"
"Rp 12,5 Miliar","Pejaten, Jakarta Selatan","4","3","1","478 m²","414 m²"
"Rp 3,5 Miliar","Sunter, Jakarta Utara","","","","169 m²","300 m²"
"Rp 737 Juta","Semanan, Jakarta Barat","3","2","1","32 m²","52 m²"
"Rp 2,35 Miliar","Duri Kepa, Jakarta Barat","3","3","","66 m²","160 m²"
"Rp 2,5 Miliar","Kembangan, Jakarta Barat","4","4","2","108 m²","204 m²"
"Rp 19 Miliar","Cilandak, Jakarta Selatan","5","5","6","950 m²","700 m²"
"Rp 3,8 Miliar","Sunter, Jakarta Utara","","","","105 m²","200 m²"
"Rp 2 Miliar","Sunter, Jakarta Utara","3","3","","60 m²","165 m²"
"Rp 142 Miliar","Taman Surya, Jakarta Barat","2","2","2","50 m²","70 m²"
"Rp 1,6 Miliar","Cakung, Jakarta Timur","3","2","1","90 m²","75 m²"
"Rp 8 Miliar","Pasar Minggu, Jakarta Selatan","4","5","2","525 m²","750 m²"
"Rp 1 Miliar","Cengkareng, Jakarta Barat","3","3","","73 m²","77 m²"
"Rp 815 Juta","Jagakarsa, Jakarta Selatan","2","1","1","74 m²","50 m²"
"Rp 2,07 Miliar","Green Lake City, Jakarta Barat","4","3","2","90 m²","130 m²"
"Rp 45 Miliar","Menteng, Jakarta Pusat","7","8","2","733 m²","548 m²"
"Rp 28,8 Miliar","patra kuningan, Jakarta Selatan","5","5","","660 m²","1050 m²"
"Rp 6,5 Miliar","Sunter, Jakarta Utara","5","2","2","230 m²","360 m²"
"Rp 5,3 Miliar","Sunter, Jakarta Utara","3","3","1","165 m²","220 m²"
"Rp 14,3 Miliar","Cipete, Jakarta Selatan","3","2","","650 m²","650 m²"
"Rp 9,2 Miliar","Alfa Indah, Jakarta Barat","4","6","3","425 m²","600 m²"
"Rp 7,75 Miliar","Muara Karang, Jakarta Utara","4","3","1","200 m²","390 m²"
"Rp 5,5 Miliar","Puri Indah, Jakarta Barat","3","2","1","240 m²","200 m²"
"Rp 115 Miliar","Kemang, Jakarta Selatan","22","22","12","7954 m²","20237 m²"
"Rp 195 Miliar","Kemang, Jakarta Selatan","2","14","30","9998 m²","3000 m²"
"Rp 16 Miliar","Pondok Indah, Jakarta Selatan","6","4","2","500 m²","488 m²"
"Rp 10,5 Miliar","Sunter, Jakarta Utara","4","2","","450 m²","300 m²"
"Rp 10,3 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","230 m²","450 m²"
"Rp 15 Miliar","Kebayoran Baru, Jakarta Selatan","5","5","","285 m²","400 m²"
