"ui-organisms-card-r123-featured__middle-section__price","ui-organisms-card-r123-featured__middle-section__address","attribute-text","attribute-text 2","attribute-text 3","attribute-value","attribute-value 2"
"Rp 1,5 Miliar","Cirendeu, Jakarta Selatan","3","3","2","90 m²","104 m²"
"Rp 5,7 Miliar","Citra Garden, Jakarta Barat","4","3","2","255 m²","400 m²"
"Rp 7,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","160 m²","240 m²"
"Rp 18 Miliar","Kelapa Gading, Jakarta Utara","4","4","2","386 m²","1000 m²"
"Rp 787 Juta","Cipayung, Jakarta Timur","3","2","1","70 m²","60 m²"
"Rp 5,3 Miliar","Kelapa Gading, Jakarta Utara","6","4","","180 m²","300 m²"
"Rp 10,2 Miliar","Lebak Bulus, Jakarta Selatan","5","4","2","628 m²","450 m²"
"Rp 7,3 Miliar","Pejaten, Jakarta Selatan","5","4","2","320 m²","500 m²"
"Rp 18 Miliar","Cilandak, Jakarta Selatan","5","5","","982 m²","600 m²"
"Rp 2,7 Miliar","Joglo, Jakarta Barat","4","3","3","165 m²","220 m²"
"Rp 5 Miliar","Green Lake City, Jakarta Barat","4","3","1","200 m²","200 m²"
"Rp 1,45 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","97 m²","130 m²"
"Rp 21,9 Miliar","Pondok Indah, Jakarta Selatan","6","5","","850 m²","854 m²"
"Rp 3,7 Miliar","Jagakarsa, Jakarta Selatan","4","4","2","112 m²","240 m²"
"Rp 39 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","6","","640 m²","1300 m²"
"Rp 8,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","184 m²","530 m²"
"Rp 2,5 Miliar","Rawamangun, Jakarta Timur","4","4","","90 m²","135 m²"
"Rp 562 Juta","Tamansari, Jakarta Barat","2","2","","22 m²","42 m²"
"Rp 2,09 Miliar","Cipinang, Jakarta Timur","2","3","1","58 m²","90 m²"
"Rp 1,3 Miliar","Cakung, Jakarta Timur","2","1","","100 m²","70 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","1","578 m²","700 m²"
"Rp 7,19 Miliar","Permata Buana, Jakarta Barat","5","3","1","180 m²","250 m²"
"Rp 4,2 Miliar","Pondok Bambu, Jakarta Timur","6","4","","200 m²","245 m²"
"Rp 921 Juta","Kebon Jeruk, Jakarta Barat","3","3","1","34 m²","67 m²"
"Rp 6,7 Miliar","Kelapa Gading, Jakarta Utara","5","","","",""
"Rp 3,2 Miliar","Kelapa Gading, Jakarta Utara","4","2","","102 m²","144 m²"
"Rp 3,3 Miliar","Kayu Putih, Jakarta Timur","4","3","","148 m²","220 m²"
"Rp 8,8 Miliar","Kelapa Gading, Jakarta Utara","4","4","","267 m²",""
"Rp 7,8 Miliar","Kemang, Jakarta Selatan","4","4","1","320 m²","250 m²"
"Rp 9 Miliar","Muara Karang, Jakarta Utara","4","3","1","300 m²","450 m²"
"Rp 3,25 Miliar","Duren Sawit, Jakarta Timur","","","","160 m²","260 m²"
"Rp 10 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","","270 m²","270 m²"
"Rp 782 Juta","Jatinegara, Jakarta Timur","2","2","1","33 m²","68 m²"
"Rp 1,4 Miliar","Cakung, Jakarta Timur","3","2","1","77 m²","88 m²"
"Rp 1,88 Miliar","Meruya, Jakarta Barat","3","3","2","80 m²","110 m²"
"Rp 4,75 Miliar","Metland Puri, Jakarta Barat","4","6","","220 m²","260 m²"
"Rp 2,2 Miliar","Meruya, Jakarta Barat","3","3","2","125 m²","140 m²"
"Rp 5,4 Miliar","Green Lake City, Jakarta Barat","4","3","","180 m²","250 m²"
"Rp 4,69 Miliar","Green Lake City, Jakarta Barat","5","4","","195 m²","350 m²"
"Rp 6,5 Miliar","Permata Buana, Jakarta Barat","4","3","2","144 m²","400 m²"
"Rp 2 Miliar","Pasar Rebo, Jakarta Timur","3","3","1","98 m²","92 m²"
"Rp 500 Juta","Kemayoran, Jakarta Pusat","","","","34 m²","46 m²"
"Rp 2 Miliar","Cipinang, Jakarta Timur","","","","84 m²","99 m²"
"Rp 700 Juta","Pulo Gadung, Jakarta Timur","","","","69 m²","97 m²"
"Rp 1,5 Miliar","Palmerah, Jakarta Barat","","","","58 m²","118 m²"
"Rp 25 Miliar","Senopati, Jakarta Selatan","4","4","2","200 m²","500 m²"
"Rp 418 Juta","Utan Kayu, Jakarta Timur","2","1","","18 m²","35 m²"
"Rp 858 Juta","Pulo Gadung, Jakarta Timur","3","3","1","39 m²","63 m²"
"Rp 506 Juta","Cempaka Putih, Jakarta Pusat","2","2","","23 m²","43 m²"
"Rp 528 Juta","Tamansari, Jakarta Barat","2","2","","22 m²","42 m²"
"Rp 764 Juta","Matraman, Jakarta Timur","2","1","1","32 m²","56 m²"
"Rp 1,47 Miliar","Cempaka Putih, Jakarta Pusat","3","2","1","36 m²","68 m²"
"Rp 562 Juta","Tamansari, Jakarta Barat","2","2","","22 m²","42 m²"
"Rp 5 Miliar","Green Lake City, Jakarta Barat","4","3","2","200 m²","400 m²"
"Rp 8,5 Miliar","Muara Karang, Jakarta Utara","4","4","2","300 m²","346 m²"
"Rp 1,95 Miliar","Ciganjur, Jakarta Selatan","3","3","2","92 m²","150 m²"
"Rp 783 Juta","Pulo Gadung, Jakarta Timur","2","2","1","32 m²","63 m²"
"Rp 418 Juta","Utan Kayu, Jakarta Timur","2","2","","18 m²","33 m²"
"Rp 1 Miliar","Jatinegara, Jakarta Timur","2","2","1","44 m²","90 m²"
"Rp 5,2 Miliar","Permata Buana, Jakarta Barat","3","3","","150 m²","200 m²"
"Rp 1,14 Miliar","Cipinang, Jakarta Timur","3","3","1","36 m²","71 m²"
"Rp 998 Juta","Kebon Jeruk, Jakarta Barat","3","2","1","34 m²","67 m²"
"Rp 2,09 Miliar","Cipinang, Jakarta Timur","3","3","1","76 m²","90 m²"
"Rp 4,1 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","102 m²","160 m²"
"Rp 50 Miliar","Cikini, Jakarta Pusat","4","2","2","517 m²","353 m²"
"Rp 4 Miliar","Jelambar, Jakarta Barat","6","2","","198 m²","500 m²"
"Rp 50 Miliar","Menteng, Jakarta Pusat","4","4","2","660 m²","800 m²"
"Rp 16 Miliar","Jati Padang, Jakarta Selatan","4","4","3","732 m²","500 m²"
"Rp 15 Miliar","Kemang, Jakarta Selatan","12","7","5","500 m²","620 m²"
"Rp 18 Miliar","Kebayoran Baru, Jakarta Selatan","6","5","1","300 m²","250 m²"
"Rp 7,7 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","180 m²","250 m²"
"Rp 5,2 Miliar","Kemang, Jakarta Selatan","5","5","1","163 m²","255 m²"
"Rp 11,2 Miliar","Mampang Prapatan, Jakarta Selatan","4","4","2","247 m²","606 m²"
"Rp 11 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","360 m²","700 m²"
"Rp 55 Miliar","Kemang, Jakarta Selatan","12","12","6","2050 m²","1500 m²"
"Rp 3 Miliar","Pasar Minggu, Jakarta Selatan","4","4","","122 m²","172 m²"
"Rp 12 Miliar","Pejaten, Jakarta Selatan","6","6","2","477 m²","550 m²"
"Rp 2,7 Miliar","Kebagusan, Jakarta Selatan","3","3","2","118 m²","180 m²"
"Rp 4,19 Miliar","Pejaten, Jakarta Selatan","4","3","2","152 m²","186 m²"
"Rp 1,9 Miliar","Ciganjur, Jakarta Selatan","3","3","2","90 m²","150 m²"
"Rp 4,8 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","180 m²","300 m²"
"Rp 3,99 Miliar","Permata Buana, Jakarta Barat","4","3","1","136 m²","200 m²"
"Rp 25 Miliar","Kemang, Jakarta Selatan","5","3","","855 m²","352 m²"
"Rp 23 Miliar","Kemang, Jakarta Selatan","4","4","15","973 m²","1100 m²"
"Rp 13 Miliar","Cipete, Jakarta Selatan","4","4","","445 m²","400 m²"
"Rp 2,85 Miliar","Meruya, Jakarta Barat","4","2","2","150 m²","165 m²"
"Rp 2,52 Miliar","Cakung, Jakarta Timur","3","3","2","180 m²","115 m²"
"Rp 2,64 Miliar","Ciganjur, Jakarta Selatan","4","4","","110 m²","140 m²"
"Rp 5,9 Miliar","Permata Buana, Jakarta Barat","4","3","","160 m²","320 m²"
"Rp 1,95 Miliar","Jagakarsa, Jakarta Selatan","3","3","2","96 m²","150 m²"
"Rp 1,65 Miliar","Jagakarsa, Jakarta Selatan","3","3","1","78 m²","110 m²"
"Rp 2,34 Miliar","Kembangan, Jakarta Barat","3","2","","97 m²","120 m²"
"Rp 5,5 Miliar","Jelambar, Jakarta Barat","3","3","4","282 m²","338 m²"
"Rp 80 Miliar","Menteng, Jakarta Pusat","5","4","4","1078 m²","1000 m²"
"Rp 7,5 Miliar","Kelapa Gading, Jakarta Utara","","","","405 m²","717 m²"
"Rp 52,5 Miliar","Pondok Indah, Jakarta Selatan","6","5","6","1670 m²","1200 m²"
"Rp 5,5 Miliar","Jelambar, Jakarta Barat","3","3","","282 m²","300 m²"
"Rp 3 Miliar","Jelambar, Jakarta Barat","3","2","","156 m²","123 m²"
"Rp 2,34 Miliar","Kembangan, Jakarta Barat","3","2","2","97 m²","120 m²"
"Rp 106 Miliar","Kebayoran Baru, Jakarta Selatan","4","5","4","1479 m²","1000 m²"
"Rp 2,9 Miliar","Citra Garden, Jakarta Barat","3","3","","200 m²","190 m²"
"","","4","3","4","150 m²","183 m²"
"","","4","3","","158 m²","158 m²"
"Rp 35 Miliar","Menteng, Jakarta Pusat","13","5","2","441 m²","350 m²"
"Rp 25,5 Miliar","Kemang, Jakarta Selatan","5","4","2","830 m²","450 m²"
"Rp 8,5 Miliar","Duri Kepa, Jakarta Barat","6","8","2","212 m²","450 m²"
"Rp 8,25 Miliar","Permata Buana, Jakarta Barat","4","4","","180 m²","450 m²"
"Rp 3,8 Miliar","Tanjung Duren, Jakarta Barat","4","3","2","144 m²","208 m²"
"Rp 7,49 Miliar","Cilandak, Jakarta Selatan","6","5","","670 m²","480 m²"
"Rp 1,55 Miliar","Cakung, Jakarta Timur","2","2","","90 m²","58 m²"
"Rp 5,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","120 m²","240 m²"
"Rp 2,2 Miliar","Lebak Bulus, Jakarta Selatan","3","3","2","77 m²","140 m²"
"Rp 33 Miliar","Kebayoran Baru, Jakarta Selatan","5","4","1","535 m²","304 m²"
"Rp 12,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","5","1","160 m²","200 m²"
"Rp 3,2 Miliar","Daan Mogot, Jakarta Barat","3","3","","105 m²","300 m²"
"Rp 4,65 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","120 m²","200 m²"
"Rp 17 Miliar","Pantai Mutiara, Jakarta Utara","5","5","","812 m²","812 m²"
"Rp 7,8 Miliar","Pondok Indah, Jakarta Selatan","3","3","","130 m²","301 m²"
"Rp 4,7 Miliar","Kelapa Gading, Jakarta Utara","4","4","2","192 m²","307 m²"
"Rp 2,9 Miliar","Cakung, Jakarta Timur","3","2","2","160 m²","280 m²"
"Rp 9,1 Miliar","Muara Karang, Jakarta Utara","","","","300 m²","500 m²"
"Rp 8,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","184 m²","500 m²"
"Rp 5,25 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","150 m²","203 m²"
"Rp 1,32 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","1","45 m²","54 m²"
"Rp 695 Juta","Koja, Jakarta Utara","3","2","1","34 m²","51 m²"
"Rp 3,1 Miliar","Cakung, Jakarta Timur","4","3","1","172 m²","127 m²"
"Rp 1,5 Miliar","Bintaro, Jakarta Selatan","3","3","1","66 m²","132 m²"
"Rp 764 Juta","Matraman, Jakarta Timur","2","1","1","32 m²","56 m²"
"Rp 5,6 Miliar","Kelapa Gading, Jakarta Utara","4","3","","187 m²",""
"Rp 4 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 900 Juta","Cinere, Jakarta Selatan","3","2","","62 m²","72 m²"
"Rp 22 Miliar","Kebayoran Baru, Jakarta Selatan","4","4","","525 m²","450 m²"
"Rp 3,8 Miliar","Cilandak, Jakarta Selatan","3","3","1","109 m²","180 m²"
"Rp 3,6 Miliar","Cinere, Jakarta Selatan","3","2","2","475 m²","200 m²"
"Rp 1,5 Miliar","Jelambar, Jakarta Barat","3","3","1","39 m²","109 m²"
"Rp 5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","130 m²","182 m²"
"Rp 6,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","1","3","2","54 m²","162 m²"
"Rp 4,5 Miliar","Metland Puri, Jakarta Barat","3","3","2","200 m²","450 m²"
"Rp 762 Juta","Matraman, Jakarta Timur","2","2","","30 m²","56 m²"
"Rp 6,5 Miliar","Jelambar, Jakarta Barat","6","5","3","258 m²","475 m²"
"Rp 2,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","90 m²","119 m²"
"Rp 4,5 Miliar","Citra Garden, Jakarta Barat","4","3","","128 m²","275 m²"
"Rp 525 Juta","Tanjung Priok, Jakarta Utara","2","1","","24 m²","44 m²"
"Rp 762 Juta","Matraman, Jakarta Timur","2","2","1","30 m²","56 m²"
"Rp 2 Miliar","Rawamangun, Jakarta Timur","3","3","1","56 m²","87 m²"
"Rp 4 Miliar","Cinere, Jakarta Selatan","6","3","3","426 m²","256 m²"
"Rp 477 Juta","Sumur Batu, Jakarta Pusat","2","2","","22 m²","40 m²"
"Rp 85 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","4","1000 m²","2800 m²"
"Rp 389 Juta","Matraman, Jakarta Timur","2","1","","16 m²","38 m²"
"Rp 7,8 Miliar","Cipinang, Jakarta Timur","4","4","2","300 m²","175 m²"
"Rp 1,48 Miliar","Cempaka Putih, Jakarta Pusat","2","2","1","36 m²","69 m²"
"Rp 3,2 Miliar","Kalibata, Jakarta Selatan","4","3","1","216 m²","241 m²"
"Rp 82,8 Miliar","Slipi, Jakarta Barat","5","3","","1076 m²","120 m²"
"Rp 32 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","325 m²","885 m²"
"Rp 2,75 Miliar","Kalideres, Jakarta Barat","5","3","","144 m²","220 m²"
"Rp 13 Miliar","Jati Padang, Jakarta Selatan","5","5","4","928 m²","600 m²"
"Rp 23 Miliar","Kebayoran Baru, Jakarta Selatan","4","2","1","417 m²","400 m²"
"Rp 4,65 Miliar","Pondok Indah, Jakarta Selatan","3","2","2","120 m²","288 m²"
"Rp 2,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","90 m²","136 m²"
"Rp 599 Juta","Kemayoran, Jakarta Pusat","2","2","","31 m²","44 m²"
"Rp 16,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","","","","300 m²","1 m²"
"Rp 8,89 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","1","184 m²","200 m²"
"Rp 2,6 Miliar","Meruya, Jakarta Barat","3","4","3","250 m²","340 m²"
"Rp 5,1 Miliar","Permata Buana, Jakarta Barat","4","3","1","160 m²","256 m²"
"Rp 2,7 Miliar","Kebagusan, Jakarta Selatan","4","4","2","118 m²","200 m²"
"Rp 3,65 Miliar","Cilandak, Jakarta Selatan","4","3","2","109 m²","200 m²"
"Rp 8,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","2","230 m²","450 m²"
"Rp 16 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","300 m²","750 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","","580 m²","700 m²"
"Rp 1,66 Miliar","Bintaro, Jakarta Selatan","3","3","1","60 m²","132 m²"
"Rp 10 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","1","270 m²","700 m²"
"Rp 11 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","2","","230 m²","450 m²"
"Rp 2,34 Miliar","Kembangan Selatan, Jakarta Barat","3","2","","97 m²","120 m²"
"Rp 3,65 Miliar","Cilandak, Jakarta Selatan","3","2","1","104 m²","126 m²"
"Rp 10,5 Miliar","Pluit, Jakarta Utara","3","3","2","200 m²","660 m²"
"Rp 3,5 Miliar","Puri Mansion, Jakarta Barat","3","2","","120 m²","160 m²"
"Rp 7,2 Miliar","Permata Buana, Jakarta Barat","4","3","1","180 m²","350 m²"
"Rp 12 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","5","","290 m²","320 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","3","","785 m²","839 m²"
"Rp 19,8 Miliar","Kelapa Gading, Jakarta Utara","4","4","4","507 m²","804 m²"
"Rp 2,9 Miliar","Lebak Bulus, Jakarta Selatan","4","4","2","116 m²","170 m²"
"Rp 11 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","","300 m²","300 m²"
"Rp 10,2 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","250 m²","400 m²"
"Rp 18,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","4","2","390 m²","500 m²"
"Rp 2,52 Miliar","Cinere, Jakarta Selatan","4","3","","150 m²","200 m²"
"Rp 2,34 Miliar","Kembangan, Jakarta Barat","3","2","","97 m²","120 m²"
"Rp 2,34 Miliar","Kebon Jeruk, Jakarta Barat","3","2","1","97 m²","120 m²"
"Rp 9,8 Miliar","Pulo Gadung, Jakarta Timur","4","4","3","400 m²","625 m²"
"Rp 16,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","3","","459 m²","325 m²"
"Rp 26 Miliar","Intercon, Jakarta Barat","6","7","","747 m²","1000 m²"
"Rp 2,4 Miliar","Green Lake City, Jakarta Barat","3","3","2","90 m²","120 m²"
"Rp 2,35 Miliar","Joglo, Jakarta Barat","4","3","","173 m²","209 m²"
"Rp 1,55 Miliar","Green Lake City, Jakarta Barat","2","1","","60 m²","80 m²"
"Rp 1,34 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","1","","45 m²","60 m²"
"Rp 15 Miliar","Pluit, Jakarta Utara","","","","457 m²","700 m²"
"Rp 3,65 Miliar","Metland Puri, Jakarta Barat","4","3","","150 m²","192 m²"
"Rp 1,9 Miliar","Pasar Minggu, Jakarta Selatan","3","3","","67 m²","150 m²"
"","","5","4","5","95 m²","220 m²"
"","","3","2","","70 m²","69 m²"
"Rp 19 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","2","350 m²","225 m²"
"Rp 27,2 Miliar","Kemang, Jakarta Selatan","5","3","","1362 m²","555 m²"
"Rp 8 Miliar","Gandaria, Jakarta Selatan","3","3","1","298 m²","250 m²"
"Rp 5,5 Miliar","Tanjung Duren, Jakarta Barat","","","","91 m²","275 m²"
"Rp 5,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","150 m²","200 m²"
"Rp 17,7 Miliar","Meruya, Jakarta Barat","5","3","","354 m²","354 m²"
"Rp 5,5 Miliar","Tanjung Duren, Jakarta Barat","20","14","","99 m²","275 m²"
"Rp 11,5 Miliar","Pejaten, Jakarta Selatan","3","3","2","400 m²","300 m²"
"Rp 1,59 Miliar","Lebak Bulus, Jakarta Selatan","3","3","","90 m²","80 m²"
"Rp 1,7 Miliar","Taman Ratu, Jakarta Barat","3","3","","45 m²","125 m²"
"Rp 1,59 Miliar","Kedoya, Jakarta Barat","3","3","","43 m²","65 m²"
"Rp 11,7 Miliar","Pulo Asem, Jakarta Timur","6","5","2","645 m²","800 m²"
"Rp 29 Miliar","Kelapa Gading, Jakarta Utara","4","4","3","360 m²","1200 m²"
"Rp 19 Miliar","Kelapa Gading, Jakarta Utara","4","4","3","507 m²","804 m²"
"Rp 1,69 Miliar","Sunrise Garden, Jakarta Barat","3","3","2","63 m²","141 m²"
"Rp 47,5 Miliar","Kebayoran Baru, Jakarta Selatan","4","3","6","984 m²","400 m²"
"Rp 18 Miliar","Pondok Indah, Jakarta Selatan","7","3","","650 m²","650 m²"
"Rp 898 Juta","Cilincing, Jakarta Utara","2","2","","45 m²","54 m²"
"Rp 100 Miliar","Kebayoran Baru, Jakarta Selatan","6","4","3","1479 m²","1000 m²"
"Rp 9 Miliar","Penjaringan, Jakarta Utara","3","5","","311 m²","933 m²"
"Rp 871 Juta","Cibubur, Jakarta Timur","2","1","1","77 m²","42 m²"
"Rp 1,16 Miliar","Cibubur, Jakarta Timur","4","2","1","77 m²","75 m²"
"Rp 1,3 Miliar","Pesanggrahan, Jakarta Selatan","3","2","1","75 m²","92 m²"
"Rp 17,2 Miliar","Tebet, Jakarta Selatan","4","5","2","496 m²","550 m²"
"Rp 5,4 Miliar","Kebayoran Lama, Jakarta Selatan","3","3","1","155 m²","260 m²"
"Rp 3,15 Miliar","Jelambar, Jakarta Barat","5","3","3","132 m²","144 m²"
"Rp 15 Miliar","Jati Padang, Jakarta Selatan","15","6","5","468 m²","600 m²"
"Rp 3,15 Miliar","Hayam Wuruk, Jakarta Pusat","4","4","","94 m²","350 m²"
"Rp 5 Miliar","Tomang, Jakarta Barat","7","5","1","261 m²","400 m²"
"Rp 42 Miliar","Pondok Indah, Jakarta Selatan","5","5","","793 m²","600 m²"
"Rp 6,2 Miliar","Metland Puri, Jakarta Barat","5","5","2","225 m²","345 m²"
"Rp 8 Miliar","Tomang, Jakarta Barat","5","5","","195 m²","350 m²"
"Rp 26 Miliar","Mangga Besar, Jakarta Barat","","","","775 m²","775 m²"
"Rp 55 Miliar","Kebon Jeruk, Jakarta Barat","","","","3100 m²","500 m²"
"Rp 4,8 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","","120 m²","163 m²"
"Rp 1,35 Miliar","Mangga Besar, Jakarta Barat","3","2","","119 m²","98 m²"
"Rp 3,2 Miliar","Citra Garden, Jakarta Barat","","","","150 m²","1 m²"
"Rp 3,5 Miliar","Daan Mogot, Jakarta Barat","4","3","","120 m²","168 m²"
"Rp 12,5 Miliar","Cilandak, Jakarta Selatan","4","2","4","740 m²","300 m²"
"Rp 4,5 Miliar","Lenteng Agung, Jakarta Selatan","8","8","2","400 m²","600 m²"
"Rp 1,99 Miliar","Kelapa Gading, Jakarta Utara","4","3","2","104 m²","120 m²"
"Rp 1,5 Miliar","Citra Garden, Jakarta Barat","2","2","","72 m²","144 m²"
"Rp 2,55 Miliar","Citra Garden, Jakarta Barat","4","3","","136 m²","240 m²"
"Rp 4 Miliar","Cinere, Jakarta Selatan","3","2","","450 m²","250 m²"
"Rp 1,3 Miliar","Bambu Apus, Jakarta Timur","3","2","2","70 m²","70 m²"
"Rp 3,55 Miliar","Jelambar, Jakarta Barat","3","2","","120 m²","180 m²"
"Rp 2,36 Miliar","Kalimalang, Jakarta Timur","3","3","2","100 m²","129 m²"
"Rp 3,5 Miliar","Ragunan, Jakarta Selatan","9","8","2","160 m²","224 m²"
"Rp 982 Juta","Pulogebang, Jakarta Timur","4","2","","178 m²","140 m²"
"Rp 1,55 Miliar","Citra Garden, Jakarta Barat","2","2","","72 m²","170 m²"
"Rp 1,5 Miliar","Citra Garden, Jakarta Barat","2","","","72 m²","160 m²"
"Rp 13 Miliar","Kebayoran Baru, Jakarta Selatan","5","4","2","427 m²","450 m²"
"Rp 18,5 Miliar","Kelapa Gading, Jakarta Utara","5","4","2","300 m²","750 m²"
"Rp 2,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","","48 m²","60 m²"
"Rp 28 Miliar","Pantai Indah Kapuk, Jakarta Utara","3","3","1","455 m²","650 m²"
"Rp 1,5 Miliar","Pantai Indah Kapuk, Jakarta Utara","2","2","","45 m²","54 m²"
"Rp 15 Miliar","Bangka, Jakarta Selatan","","","","1093 m²","750 m²"
"Rp 13,9 Miliar","Ampera, Jakarta Selatan","4","4","","465 m²","650 m²"
"Rp 16 Miliar","Cilandak, Jakarta Selatan","4","4","","1060 m²","700 m²"
"Rp 29 Miliar","Kuningan, Jakarta Selatan","5","4","3","500 m²","800 m²"
"Rp 895 Juta","Cawang, Jakarta Timur","2","2","1","70 m²","58 m²"
"Rp 60 Miliar","Kebayoran Baru, Jakarta Selatan","7","7","8","1670 m²","1600 m²"
"Rp 17,9 Miliar","Pantai Indah Kapuk, Jakarta Utara","4","5","2","300 m²","600 m²"
"Rp 726 Juta","Tanjung Priok, Jakarta Utara","2","2","1","33 m²","50 m²"
"Rp 3,85 Miliar","Lebak Bulus, Jakarta Selatan","4","3","2","123 m²","150 m²"
"Rp 1,65 Miliar","Cengkareng, Jakarta Barat","","","","96 m²","120 m²"
"Rp 4,99 Miliar","Lebak Bulus, Jakarta Selatan","4","2","2","350 m²","190 m²"
"Rp 2,35 Miliar","Green Lake City, Jakarta Barat","3","2","","90 m²","102 m²"
"Rp 2,65 Miliar","Taman Surya, Jakarta Barat","3","3","2","126 m²","220 m²"
"Rp 5,5 Miliar","Petojo, Jakarta Pusat","14","4","1","260 m²","200 m²"
"Rp 1,6 Miliar","Citra Garden, Jakarta Barat","3","1","1","72 m²","90 m²"
"Rp 4,9 Miliar","Puri Indah, Jakarta Barat","2","1","1","176 m²","120 m²"
"Rp 4,8 Miliar","Mampang Prapatan, Jakarta Selatan","3","3","2","300 m²","300 m²"
"Rp 950 Juta","Kalisari, Jakarta Timur","3","2","1","56 m²","70 m²"
"Rp 17 Miliar","Cilandak, Jakarta Selatan","5","5","","1000 m²","500 m²"
"Rp 5,5 Miliar","Tanah Kusir, Jakarta Selatan","5","5","","300 m²","500 m²"
"Rp 5,8 Miliar","Kemayoran, Jakarta Pusat","3","3","1","153 m²","360 m²"
"Rp 1,67 Miliar","Kelapa Gading, Jakarta Utara","2","2","","65 m²","80 m²"
"Rp 2,3 Miliar","Kelapa Gading, Jakarta Utara","3","3","","80 m²","150 m²"
"Rp 1,75 Miliar","Kelapa Gading, Jakarta Utara","3","2","1","57 m²","100 m²"
"Rp 1,67 Miliar","Kelapa Gading, Jakarta Utara","3","3","1","67 m²","100 m²"
"Rp 7,9 Miliar","Joglo, Jakarta Barat","4","4","","206 m²","380 m²"
"Rp 7 Miliar","Tebet, Jakarta Selatan","5","4","1","236 m²","200 m²"
"Rp 40 Miliar","Ancol, Jakarta Utara","5","5","4","600 m²","1870 m²"
"Rp 28 Miliar","Pantai Indah Kapuk, Jakarta Utara","5","5","2","400 m²","850 m²"
"Rp 9 Miliar","Pluit, Jakarta Utara","4","3","2","325 m²","650 m²"
"Rp 25 Miliar","Pantai Indah Kapuk, Jakarta Utara","6","8","2","377 m²","1100 m²"
"Rp 43 Miliar","Kebayoran Baru, Jakarta Selatan","","","","479 m²","500 m²"
"Rp 16 Miliar","Lebak Bulus, Jakarta Selatan","8","7","","500 m²","1150 m²"
"Rp 4,75 Miliar","Pejaten, Jakarta Selatan","4","3","2","221 m²","200 m²"
"Rp 3,9 Miliar","Lebak Bulus, Jakarta Selatan","4","3","","123 m²","150 m²"
"Rp 3,1 Miliar","Green Lake City, Jakarta Barat","3","2","2","144 m²","150 m²"
"Rp 11,5 Miliar","Duren Sawit, Jakarta Timur","7","3","","755 m²","640 m²"
"Rp 3,4 Miliar","Kelapa Gading, Jakarta Utara","4","2","","163 m²","132 m²"
"Rp 25 Miliar","Kelapa Gading, Jakarta Utara","4","4","","628 m²","600 m²"
"Rp 3,75 Miliar","Kelapa Gading, Jakarta Utara","4","2","","200 m²",""
"Rp 65 Miliar","Simprug, Jakarta Selatan","5","5","2","680 m²","1200 m²"
"Rp 35 Miliar","Kemayoran, Jakarta Pusat","5","5","4","750 m²","1100 m²"
"Rp 30 Miliar","Permata Hijau, Jakarta Selatan","6","7","10","900 m²","1000 m²"
