km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,harga
4,4,0,500.0,225.0,Tangerang,5500000000
4,4,1,153.0,102.0,Tangerang,1400000000
4,3,0,250.0,180.0,Tangerang,2400000000
3,3,2,217.0,180.0,Tangerang,4800000000
4,6,3,261.0,176.0,Tangerang,5000000000
4,3,1,105.0,126.0,Tangerang,2100000000
4,3,2,441.0,276.0,Tangerang,14500000000
4,4,2,700.0,450.0,Tangerang,10500000000
4,2,0,100.0,94.0,Tangerang,1750000000
2,2,1,54.0,84.0,Tangerang,1020000000
5,4,0,155.0,200.0,Tangerang,4270000000
2,1,1,31.0,60.0,Tangerang,4543403416
4,4,1,450.0,240.0,Tangerang,7500000000
3,3,1,171.0,135.0,Tangerang,3500000000
3,2,1,144.0,72.0,Tangerang,4543403416
4,3,2,216.0,148.0,Tangerang,1700000000
4,3,1,86.0,66.0,Tangerang,1900000000
3,2,1,140.0,180.0,Tangerang,2400000000
2,2,1,100.0,72.0,Tangerang,1200000000
4,3,2,248.0,180.0,Tangerang,6000000000
2,2,1,139.0,76.0,Tangerang,1100000000
3,2,1,55.0,55.0,Tangerang,1050000000
3,2,1,76.0,77.0,Tangerang,1600000000
5,4,2,180.0,306.0,Tangerang,3300000000
5,3,1,177.0,117.0,Tangerang,2600000000
3,2,1,200.0,120.0,Tangerang,2500000000
2,1,1,84.0,114.0,Tangerang,1200000000
5,5,0,300.0,298.0,Tangerang,3600000000
3,3,0,200.0,250.0,Tangerang,4500000000
3,3,1,130.0,128.0,Tangerang,3900000000
3,2,1,77.0,140.0,Tangerang,1800000000
4,2,0,200.0,136.0,Tangerang,2900000000
2,2,1,68.0,56.0,Tangerang,1300000000
3,2,2,65.0,60.0,Tangerang,4543403416
3,3,1,114.0,105.0,Tangerang,2200000000
3,2,1,96.0,55.0,Tangerang,1150000000
2,1,1,40.0,84.0,Tangerang,4543403416
3,5,0,331.0,278.0,Tangerang,5500000000
3,2,1,68.0,56.0,Tangerang,1300000000
3,3,1,120.0,120.0,Tangerang,2100000000
2,1,1,40.0,70.0,Tangerang,4543403416
4,3,1,216.0,12.0,Tangerang,2450000000
2,2,1,59.0,48.0,Tangerang,1500000000
2,1,0,70.0,98.0,Tangerang,1500000000
3,1,1,54.0,60.0,Tangerang,4543403416
4,4,3,283.0,216.0,Tangerang,6930000000
5,5,0,250.0,250.0,Tangerang,3200000000
3,3,1,120.0,225.0,Tangerang,3300000000
2,2,1,65.0,48.0,Tangerang,1200000000
3,3,1,134.0,105.0,Tangerang,3830000000
4,4,0,400.0,1250.0,Tangerang,8300000000
5,2,0,110.0,220.0,Tangerang,1600000000
3,3,0,103.0,84.0,Tangerang,1600000000
3,2,1,90.0,120.0,Tangerang,2500000000
3,3,0,120.0,225.0,Tangerang,3300000000
4,3,0,300.0,160.0,Tangerang,3750000000
3,3,1,250.0,160.0,Tangerang,2950000000
4,4,2,300.0,240.0,Tangerang,6250000000
2,2,0,66.0,84.0,Tangerang,4543403416
5,4,2,317.0,632.0,Tangerang,12500000000
3,2,1,65.0,102.0,Tangerang,2200000000
3,2,0,85.0,105.0,Tangerang,1800000000
4,3,0,400.0,248.0,Tangerang,1550000000
2,1,1,80.0,105.0,Tangerang,1550000000
4,2,1,281.0,442.0,Tangerang,1600000000
3,3,2,143.0,237.0,Tangerang,3300000000
2,1,0,72.0,72.0,Tangerang,1000000000
3,1,2,120.0,98.0,Tangerang,1990000000
4,3,1,178.0,238.0,Tangerang,3600000000
2,2,0,120.0,112.0,Tangerang,2300000000
4,2,1,160.0,160.0,Tangerang,1100000000
3,3,2,130.0,128.0,Tangerang,3900000000
2,2,1,45.0,112.0,Tangerang,4543403416
9,3,2,100.0,162.0,Tangerang,1700000000
3,2,1,60.0,54.0,Tangerang,1100000000
4,3,1,300.0,360.0,Tangerang,7500000000
4,4,0,360.0,182.0,Tangerang,3000000000
3,2,1,160.0,250.0,Tangerang,3600000000
2,1,0,69.0,90.0,Tangerang,4543403416
4,4,0,108.0,88.0,Tangerang,2000000000
3,1,0,150.0,120.0,Tangerang,1180000000
2,2,0,63.0,60.0,Tangerang,4543403416
3,3,0,144.0,128.0,Tangerang,3120000000
3,2,1,71.0,70.0,Tangerang,1600000000
3,2,0,210.0,144.0,Tangerang,3000000000
3,2,1,92.0,126.0,Tangerang,2550000000
3,2,1,250.0,199.0,Tangerang,2000000000
2,1,1,36.0,60.0,Tangerang,4543403416
2,2,2,45.0,60.0,Tangerang,4543403416
2,2,1,120.0,72.0,Tangerang,1500000000
4,4,2,250.0,396.0,Tangerang,10700000000
5,4,0,280.0,206.0,Tangerang,2700000000
3,4,1,144.0,144.0,Tangerang,2450000000
4,4,0,150.0,105.0,Tangerang,1700000000
4,1,1,100.0,164.0,Tangerang,1440000000
2,2,4,700.0,2245.0,Tangerang,11900000000
2,2,1,102.0,120.0,Tangerang,1440000000
3,3,1,300.0,300.0,Tangerang,3140000000
2,1,1,46.0,102.0,Tangerang,4543403416
3,3,0,200.0,112.0,Tangerang,2000000000
4,3,2,275.0,144.0,Tangerang,2790000000
4,4,2,595.0,383.0,Tangerang,7600000000
3,2,1,150.0,180.0,Tangerang,295000000000
4,4,2,280.0,235.0,Tangerang,2500000000
2,1,1,47.0,96.0,Tangerang,4543403416
4,2,1,180.0,100.0,Tangerang,1850000000
2,2,1,56.0,72.0,Tangerang,1200000000
5,4,0,170.0,280.0,Tangerang,3200000000
3,3,1,200.0,154.0,Tangerang,2750000000
2,1,0,70.0,81.0,Tangerang,4543403416
3,2,1,144.0,72.0,Tangerang,4543403416
2,1,1,70.0,120.0,Tangerang,1110000000
3,3,2,212.0,144.0,Tangerang,3200000000
4,4,1,278.0,163.0,Tangerang,4543403416
2,1,2,73.0,60.0,Tangerang,1690000000
3,2,2,65.0,60.0,Tangerang,4543403416
2,2,1,62.0,50.0,Tangerang,1500000000
3,3,0,212.0,144.0,Tangerang,3200000000
3,2,2,85.0,72.0,Tangerang,1870000000
4,3,0,107.0,208.0,Tangerang,5000000000
4,2,1,160.0,90.0,Tangerang,1500000000
3,2,1,92.0,126.0,Tangerang,2400000000
3,3,2,126.0,200.0,Tangerang,2300000000
5,7,2,760.0,558.0,Tangerang,26800000000
3,2,1,78.0,70.0,Tangerang,1850000000
4,3,0,262.0,300.0,Tangerang,7950000000
4,3,0,88.0,98.0,Tangerang,1280000000
5,7,2,480.0,300.0,Tangerang,13800000000
4,4,1,218.0,144.0,Tangerang,5000000000
6,5,2,500.0,375.0,Tangerang,9500000000
3,3,2,126.0,84.0,Tangerang,2700000000
4,3,0,164.0,122.0,Tangerang,4543403416
2,2,0,77.0,98.0,Tangerang,1700000000
3,2,0,280.0,355.0,Tangerang,5000000000
5,4,2,180.0,128.0,Tangerang,2600000000
2,1,0,39.0,72.0,Tangerang,4543403416
3,2,1,200.0,250.0,Tangerang,4300000000
4,4,1,160.0,200.0,Tangerang,2450000000
3,3,2,270.0,185.0,Tangerang,5500000000
3,3,0,160.0,128.0,Tangerang,1490000000
4,3,0,175.0,300.0,Tangerang,3550000000
2,1,1,27.0,60.0,Tangerang,4543403416
3,2,0,120.0,180.0,Tangerang,2400000000
4,3,1,180.0,102.0,Tangerang,1170000000
5,4,4,1600.0,2099.0,Tangerang,32000000000
3,1,1,90.0,112.0,Tangerang,1670000000
4,3,2,250.0,360.0,Tangerang,7500000000
4,3,1,127.0,120.0,Tangerang,2500000000
4,4,1,180.0,200.0,Tangerang,5500000000
4,3,2,300.0,210.0,Tangerang,3100000000
4,5,2,370.0,230.0,Tangerang,21900000000
4,2,1,102.0,90.0,Tangerang,2200000000
3,4,0,250.0,183.0,Tangerang,2650000000
3,3,2,137.0,105.0,Tangerang,3100000000
3,2,0,92.0,126.0,Tangerang,2600000000
3,3,1,135.0,105.0,Tangerang,3830000000
3,3,1,130.0,120.0,Tangerang,2220000000
4,4,2,350.0,224.0,Tangerang,7200000000
4,2,1,240.0,160.0,Tangerang,1650000000
2,2,0,40.0,72.0,Tangerang,4543403416
5,4,2,350.0,280.0,Tangerang,6250000000
4,3,0,299.0,255.0,Tangerang,3700000000
3,3,2,150.0,162.0,Tangerang,3000000000
4,2,1,90.0,72.0,Tangerang,1450000000
4,3,0,151.0,106.0,Tangerang,1060000000
4,4,4,450.0,450.0,Tangerang,14000000000
5,5,2,270.0,160.0,Tangerang,4000000000
3,2,1,175.0,300.0,Tangerang,3750000000
3,2,1,60.0,78.0,Tangerang,4543403416
6,4,0,128.0,84.0,Tangerang,2400000000
2,2,0,90.0,60.0,Tangerang,1000000000
3,2,1,65.0,60.0,Tangerang,4543403416
3,2,1,80.0,108.0,Tangerang,1370000000
5,6,0,800.0,644.0,Tangerang,15000000000
5,4,2,325.0,464.0,Tangerang,6500000000
5,3,2,360.0,240.0,Tangerang,3100000000
2,1,1,45.0,72.0,Tangerang,4543403416
2,1,1,46.0,72.0,Tangerang,4543403416
3,2,1,160.0,132.0,Tangerang,1650000000
3,3,1,112.0,96.0,Tangerang,1300000000
3,3,0,144.0,120.0,Tangerang,2650000000
2,1,0,45.0,60.0,Tangerang,4543403416
4,4,1,180.0,374.0,Tangerang,1650000000
3,2,2,110.0,160.0,Tangerang,2150000000
2,1,0,75.0,75.0,Tangerang,4543403416
2,1,0,60.0,60.0,Tangerang,4543403416
5,4,1,400.0,365.0,Tangerang,5700000000
6,6,0,450.0,400.0,Tangerang,7800000000
2,1,1,90.0,84.0,Tangerang,1200000000
4,5,2,345.0,280.0,Tangerang,6250000000
2,1,0,81.0,76.0,Tangerang,1100000000
4,2,1,82.0,60.0,Tangerang,4543403416
5,4,0,150.0,250.0,Tangerang,2500000000
3,1,0,76.0,150.0,Tangerang,1700000000
5,4,1,120.0,162.0,Tangerang,2850000000
3,2,1,130.0,98.0,Tangerang,2150000000
5,6,3,287.0,198.0,Tangerang,8390000000
5,5,2,270.0,160.0,Tangerang,4000000000
3,3,1,200.0,120.0,Tangerang,3000000000
4,3,0,350.0,324.0,Tangerang,8300000000
4,4,0,120.0,90.0,Tangerang,1350000000
2,2,1,49.0,50.0,Tangerang,4543403416
3,2,2,45.0,60.0,Tangerang,4543403416
3,2,0,45.0,60.0,Tangerang,4543403416
8,5,1,653.0,426.0,Tangerang,10500000000
5,2,0,120.0,60.0,Tangerang,4543403416
4,3,2,275.0,300.0,Tangerang,6800000000
3,2,1,70.0,50.0,Tangerang,1600000000
3,2,1,159.0,162.0,Tangerang,2950000000
7,5,3,400.0,248.0,Tangerang,4950000000
3,2,1,74.0,119.0,Tangerang,1060000000
2,2,0,54.0,84.0,Tangerang,1020000000
4,3,2,500.0,377.0,Tangerang,6750000000
2,2,1,72.0,132.0,Tangerang,2300000000
6,6,0,231.0,126.0,Tangerang,5350000000
4,5,2,250.0,194.0,Tangerang,3200000000
3,2,1,73.0,60.0,Tangerang,1650000000
3,1,0,80.0,96.0,Tangerang,4543403416
3,2,1,95.0,144.0,Tangerang,2500000000
4,3,1,131.0,126.0,Tangerang,1350000000
3,2,1,69.0,74.0,Tangerang,1200000000
4,6,3,278.0,209.0,Tangerang,5000000000
5,2,0,180.0,100.0,Tangerang,1350000000
3,3,2,97.0,98.0,Tangerang,1780000000
4,2,2,166.0,163.0,Tangerang,2500000000
3,1,1,57.0,72.0,Tangerang,4543403416
5,5,2,180.0,300.0,Tangerang,3500000000
3,2,1,77.0,140.0,Tangerang,1800000000
3,2,1,120.0,150.0,Tangerang,3000000000
4,4,1,218.0,144.0,Tangerang,5000000000
2,1,1,50.0,72.0,Tangerang,4543403416
3,2,2,65.0,60.0,Tangerang,4543403416
4,4,0,700.0,450.0,Tangerang,10500000000
5,5,0,600.0,240.0,Tangerang,4200000000
4,3,1,151.0,106.0,Tangerang,1060000000
3,3,0,130.0,125.0,Tangerang,1500000000
3,3,2,126.0,105.0,Tangerang,1700000000
4,3,2,300.0,120.0,Tangerang,2500000000
3,2,2,71.0,70.0,Tangerang,1500000000
2,1,1,45.0,72.0,Tangerang,4543403416
2,1,1,46.0,102.0,Tangerang,4543403416
2,2,0,128.0,96.0,Tangerang,2500000000
2,1,0,27.0,60.0,Tangerang,4543403416
4,3,1,189.0,135.0,Tangerang,2000000000
4,3,1,260.0,200.0,Tangerang,4500000000
3,2,1,92.0,112.0,Tangerang,2500000000
2,1,0,74.0,414.0,Tangerang,3750000000
4,4,2,250.0,150.0,Tangerang,1550000000
4,8,2,480.0,300.0,Tangerang,13800000000
2,1,1,42.0,75.0,Tangerang,4543403416
3,2,0,200.0,216.0,Tangerang,4000000000
3,3,0,120.0,96.0,Tangerang,2300000000
3,1,1,54.0,60.0,Tangerang,4543403416
3,3,1,175.0,220.0,Tangerang,3000000000
4,3,2,218.0,180.0,Tangerang,3620000000
4,2,0,150.0,88.0,Tangerang,4543403416
3,2,1,62.0,60.0,Tangerang,4543403416
5,6,2,195.0,108.0,Tangerang,4440000000
2,1,0,50.0,72.0,Tangerang,4543403416
4,3,1,127.0,120.0,Tangerang,2450000000
4,5,2,350.0,280.0,Tangerang,6500000000
3,3,1,180.0,60.0,Tangerang,2900000000
3,2,0,126.0,126.0,Tangerang,2500000000
5,5,2,485.0,264.0,Tangerang,14100000000
5,4,2,300.0,270.0,Tangerang,2700000000
3,1,1,45.0,72.0,Tangerang,4543403416
3,2,1,79.0,119.0,Tangerang,2100000000
2,2,1,50.0,40.0,Tangerang,1100000000
4,4,1,398.0,398.0,Tangerang,8000000000
3,3,1,150.0,98.0,Tangerang,1900000000
2,2,0,75.0,62.0,Tangerang,1550000000
3,2,1,70.0,50.0,Tangerang,1600000000
3,2,0,120.0,160.0,Tangerang,1250000000
4,4,1,398.0,398.0,Tangerang,8000000000
3,2,2,65.0,60.0,Tangerang,4543403416
3,3,1,175.0,200.0,Tangerang,2000000000
3,3,1,131.0,160.0,Tangerang,3850000000
4,3,1,309.0,250.0,Tangerang,2100000000
2,1,0,61.0,61.0,Tangerang,4543403416
4,4,2,240.0,240.0,Tangerang,6100000000
3,3,2,200.0,136.0,Tangerang,2600000000
4,3,1,209.0,160.0,Tangerang,5860000000
4,3,1,280.0,200.0,Tangerang,2150000000
3,3,0,149.0,163.0,Tangerang,4140000000
3,2,2,65.0,60.0,Tangerang,4543403416
5,3,0,347.0,286.0,Tangerang,4300000000
3,2,1,90.0,100.0,Tangerang,1300000000
2,1,1,50.0,72.0,Tangerang,4543403416
2,2,1,53.0,60.0,Tangerang,1250000000
4,3,1,231.0,126.0,Tangerang,5350000000
2,1,2,45.0,84.0,Tangerang,4543403416
4,3,2,165.0,276.0,Tangerang,2570000000
2,1,1,39.0,72.0,Tangerang,4543403416
4,3,0,230.0,160.0,Tangerang,1900000000
2,2,1,55.0,60.0,Tangerang,4543403416
4,4,0,70.0,80.0,Tangerang,2500000000
3,2,2,65.0,60.0,Tangerang,4543403416
3,2,0,67.0,76.0,Tangerang,1680000000
3,2,0,45.0,60.0,Tangerang,4543403416
2,1,0,60.0,90.0,Tangerang,4543403416
2,1,1,34.0,48.0,Tangerang,4543403416
3,3,1,126.0,84.0,Tangerang,2770000000
3,3,1,130.0,80.0,Tangerang,2300000000
2,2,1,70.0,90.0,Tangerang,1350000000
4,4,2,350.0,224.0,Tangerang,7200000000
2,1,1,90.0,126.0,Tangerang,1650000000
5,5,2,270.0,160.0,Tangerang,4000000000
4,3,1,83.0,72.0,Tangerang,4543403416
3,3,1,203.0,180.0,Tangerang,4080000000
4,3,2,185.0,200.0,Tangerang,3500000000
2,1,1,70.0,81.0,Tangerang,4543403416
2,2,0,51.0,40.0,Tangerang,1250000000
2,1,0,45.0,105.0,Tangerang,1800000000
2,1,2,105.0,90.0,Tangerang,1100000000
4,4,3,393.0,247.0,Tangerang,7200000000
3,2,2,66.0,90.0,Tangerang,4543403416
2,2,0,128.0,96.0,Tangerang,2500000000
4,4,2,285.0,220.0,Tangerang,7400000000
4,3,0,196.0,153.0,Tangerang,4740000000
2,1,1,37.0,66.0,Tangerang,4543403416
5,2,1,250.0,150.0,Tangerang,3000000000
3,3,0,77.0,120.0,Tangerang,1650000000
3,2,1,78.0,72.0,Tangerang,4543403416
2,2,1,63.0,48.0,Tangerang,1400000000
4,3,2,116.0,96.0,Tangerang,2960000000
5,4,2,287.0,198.0,Tangerang,8390000000
2,1,1,45.0,72.0,Tangerang,4543403416
4,4,0,218.0,180.0,Tangerang,3530000000
3,2,0,88.0,144.0,Tangerang,2300000000
2,2,0,50.0,83.0,Tangerang,4543403416
4,4,1,300.0,288.0,Tangerang,4500000000
2,1,0,71.0,119.0,Tangerang,4543403416
3,3,1,114.0,105.0,Tangerang,2200000000
2,1,0,36.0,60.0,Tangerang,4543403416
4,3,2,285.0,220.0,Tangerang,7400000000
4,3,1,155.0,200.0,Tangerang,4280000000
3,3,1,180.0,180.0,Tangerang,6100000000
2,2,1,60.0,80.0,Tangerang,1100000000
2,2,1,108.0,108.0,Tangerang,1600000000
3,2,0,92.0,126.0,Tangerang,2600000000
4,3,2,350.0,224.0,Tangerang,7200000000
4,2,0,160.0,84.0,Tangerang,1400000000
5,5,2,700.0,580.0,Tangerang,19000000000
3,3,0,300.0,241.0,Tangerang,4800000000
4,2,0,120.0,81.0,Tangerang,4543403416
4,3,2,130.0,128.0,Tangerang,3450000000
3,2,0,72.0,112.0,Tangerang,1990000000
3,2,0,45.0,60.0,Tangerang,4543403416
4,2,2,83.0,72.0,Tangerang,4543403416
4,4,1,393.0,247.0,Tangerang,7200000000
3,3,0,107.0,130.0,Tangerang,2100000000
2,2,1,105.0,123.0,Tangerang,1680000000
3,3,1,130.0,120.0,Tangerang,2220000000
4,3,0,176.0,131.0,Tangerang,1700000000
5,5,0,400.0,396.0,Tangerang,17000000000
2,1,1,70.0,81.0,Tangerang,4543403416
4,2,1,132.0,142.0,Tangerang,1400000000
2,2,0,50.0,40.0,Tangerang,4543403416
5,3,1,250.0,250.0,Tangerang,3200000000
4,3,1,250.0,144.0,Tangerang,2990000000
3,3,0,165.0,129.0,Tangerang,2900000000
3,1,1,51.0,72.0,Tangerang,4543403416
4,3,3,350.0,380.0,Tangerang,5500000000
2,1,1,80.0,120.0,Tangerang,1200000000
4,3,2,201.0,176.0,Tangerang,3500000000
4,3,0,350.0,324.0,Tangerang,8300000000
2,2,0,62.0,50.0,Tangerang,1580000000
4,3,1,135.0,162.0,Tangerang,1850000000
3,2,2,88.0,84.0,Tangerang,1100000000
3,2,1,72.0,60.0,Tangerang,4543403416
2,2,1,100.0,63.0,Tangerang,1700000000
2,1,1,36.0,72.0,Tangerang,4543403416
2,1,1,45.0,72.0,Tangerang,4543403416
4,2,1,110.0,96.0,Tangerang,1440000000
2,2,0,143.0,102.0,Tangerang,1050000000
2,1,1,81.0,160.0,Tangerang,1350000000
6,3,1,300.0,210.0,Tangerang,4200000000
3,3,1,68.0,82.0,Tangerang,4543403416
4,3,1,221.0,250.0,Tangerang,6200000000
2,1,0,75.0,75.0,Tangerang,4543403416
11,5,2,400.0,447.0,Tangerang,5600000000
4,4,3,241.0,205.0,Tangerang,6940000000
4,3,2,180.0,135.0,Tangerang,2750000000
4,4,0,393.0,247.0,Tangerang,7200000000
2,2,1,95.0,90.0,Tangerang,1530000000
3,2,0,175.0,300.0,Tangerang,3550000000
4,4,2,218.0,144.0,Tangerang,5000000000
5,5,1,545.0,684.0,Tangerang,35000000000
3,2,0,114.0,144.0,Tangerang,2800000000
4,3,0,209.0,160.0,Tangerang,5860000000
4,3,2,194.0,112.0,Tangerang,3000000000
3,2,1,70.0,77.0,Tangerang,1750000000
4,3,0,600.0,400.0,Tangerang,8500000000
3,3,1,114.0,105.0,Tangerang,2200000000
2,2,0,54.0,84.0,Tangerang,1020000000
2,2,2,50.0,50.0,Tangerang,1050000000
4,4,2,183.0,128.0,Tangerang,4000000000
3,2,1,80.0,90.0,Tangerang,4543403416
2,1,1,33.0,60.0,Tangerang,4543403416
2,1,0,70.0,81.0,Tangerang,4543403416
3,3,2,280.0,220.0,Tangerang,8300000000
2,2,1,63.0,48.0,Tangerang,1410000000
3,2,3,175.0,300.0,Tangerang,3550000000
3,2,1,60.0,48.0,Tangerang,4543403416
2,1,0,81.0,160.0,Tangerang,1350000000
3,2,2,76.0,77.0,Tangerang,1600000000
3,2,1,120.0,150.0,Tangerang,3000000000
3,2,0,45.0,60.0,Tangerang,4543403416
2,2,1,66.0,60.0,Tangerang,1780000000
2,1,1,36.0,60.0,Tangerang,4543403416
2,2,1,144.0,120.0,Tangerang,3850000000
4,3,1,200.0,180.0,Tangerang,4000000000
2,2,0,50.0,40.0,Tangerang,4543403416
3,2,1,155.0,162.0,Tangerang,2400000000
5,4,0,135.0,105.0,Tangerang,3830000000
3,3,1,130.0,128.0,Tangerang,3900000000
2,2,1,150.0,112.0,Tangerang,2300000000
3,2,1,112.0,72.0,Tangerang,1450000000
4,4,1,170.0,180.0,Tangerang,2850000000
3,3,2,175.0,300.0,Tangerang,3750000000
4,3,1,126.0,84.0,Tangerang,2770000000
2,2,0,50.0,80.0,Tangerang,4543403416
3,2,2,65.0,60.0,Tangerang,4543403416
4,4,1,250.0,180.0,Tangerang,3800000000
2,1,1,22.0,60.0,Tangerang,4543403416
4,3,1,118.0,124.0,Tangerang,2720000000
2,1,1,54.0,140.0,Tangerang,1750000000
4,2,1,110.0,96.0,Tangerang,1440000000
3,1,1,81.0,81.0,Tangerang,4543403416
3,3,0,217.0,195.0,Tangerang,2300000000
3,2,2,69.0,74.0,Tangerang,1000000000
3,2,2,87.0,119.0,Tangerang,2250000000
4,3,2,275.0,144.0,Tangerang,2790000000
5,5,1,270.0,160.0,Tangerang,4000000000
4,3,2,176.0,140.0,Tangerang,5050000000
4,3,2,350.0,240.0,Tangerang,5200000000
4,3,1,200.0,162.0,Tangerang,2400000000
4,2,0,90.0,72.0,Tangerang,1450000000
4,4,3,241.0,205.0,Tangerang,6630000000
3,2,0,175.0,200.0,Tangerang,2050000000
2,3,1,56.0,72.0,Tangerang,1300000000
3,3,1,96.0,95.0,Tangerang,1650000000
2,2,0,60.0,90.0,Tangerang,1350000000
3,2,1,175.0,300.0,Tangerang,4990000000
4,3,2,155.0,200.0,Tangerang,4270000000
3,2,0,108.0,90.0,Tangerang,2600000000
3,3,0,200.0,140.0,Tangerang,2500000000
3,1,1,90.0,103.0,Tangerang,4543403416
4,3,0,275.0,300.0,Tangerang,6800000000
3,4,2,217.0,180.0,Tangerang,4900000000
4,2,0,90.0,32.0,Tangerang,1020000000
2,2,0,140.0,90.0,Tangerang,1750000000
4,2,1,120.0,144.0,Tangerang,1400000000
3,3,1,130.0,128.0,Tangerang,3900000000
4,3,0,150.0,140.0,Tangerang,1500000000
3,2,1,112.0,72.0,Tangerang,1450000000
2,1,0,60.0,101.0,Tangerang,1200000000
10,8,4,138.0,136.0,Tangerang,2650000000
3,3,0,91.0,90.0,Tangerang,1350000000
3,3,2,120.0,60.0,Tangerang,2200000000
2,2,1,53.0,60.0,Tangerang,1250000000
3,2,1,60.0,84.0,Tangerang,1250000000
4,5,2,425.0,585.0,Tangerang,15000000000
2,2,0,60.0,85.0,Tangerang,4543403416
3,4,2,200.0,135.0,Tangerang,1700000000
3,3,0,144.0,128.0,Tangerang,3120000000
3,2,1,80.0,90.0,Tangerang,4543403416
5,5,3,783.0,580.0,Tangerang,18000000000
4,4,0,108.0,88.0,Tangerang,2000000000
3,2,1,85.0,63.0,Tangerang,1400000000
2,1,1,22.0,60.0,Tangerang,4543403416
4,3,2,400.0,330.0,Tangerang,4200000000
3,3,0,108.0,128.0,Tangerang,2400000000
5,5,2,270.0,160.0,Tangerang,4000000000
6,7,7,676.0,675.0,Tangerang,12500000000
4,3,1,177.0,117.0,Tangerang,2600000000
6,5,1,250.0,180.0,Tangerang,2900000000
3,2,0,77.0,140.0,Tangerang,1900000000
3,3,1,205.0,200.0,Tangerang,2500000000
3,2,0,230.0,135.0,Tangerang,2500000000
3,2,0,90.0,128.0,Tangerang,1890000000
4,4,2,120.0,141.0,Tangerang,1650000000
4,3,0,125.0,135.0,Tangerang,1750000000
3,2,1,50.0,60.0,Tangerang,1100000000
4,3,1,88.0,70.0,Tangerang,2270000000
4,3,1,176.0,140.0,Tangerang,5050000000
2,2,1,65.0,96.0,Tangerang,1200000000
4,5,2,370.0,230.0,Tangerang,21900000000
3,2,1,114.0,144.0,Tangerang,2950000000
5,7,2,480.0,300.0,Tangerang,14000000000
3,2,0,79.0,63.0,Tangerang,1620000000
3,4,2,120.0,60.0,Tangerang,2200000000
3,3,1,100.0,144.0,Tangerang,1860000000
2,1,1,84.0,136.0,Tangerang,4543403416
3,2,1,70.0,77.0,Tangerang,1600000000
5,4,2,180.0,112.0,Tangerang,4000000000
3,4,2,240.0,300.0,Tangerang,4000000000
4,4,0,450.0,240.0,Tangerang,7500000000
3,3,1,88.0,136.0,Tangerang,2050000000
6,3,1,300.0,210.0,Tangerang,4200000000
2,2,0,50.0,48.0,Tangerang,1100000000
5,4,0,287.0,198.0,Tangerang,8390000000
3,2,2,65.0,60.0,Tangerang,4543403416
4,2,1,180.0,120.0,Tangerang,1850000000
4,3,0,165.0,216.0,Tangerang,2450000000
3,2,1,250.0,199.0,Tangerang,1990000000
3,3,1,100.0,90.0,Tangerang,1400000000
3,2,1,85.0,72.0,Tangerang,1250000000
3,2,0,60.0,60.0,Tangerang,1300000000
4,5,2,405.0,200.0,Tangerang,6000000000
4,3,0,200.0,170.0,Tangerang,3200000000
5,7,2,485.0,264.0,Tangerang,14100000000
3,2,2,67.0,60.0,Tangerang,4543403416
3,3,2,116.0,120.0,Tangerang,3500000000
4,5,2,445.0,426.0,Tangerang,20900000000
2,2,1,50.0,90.0,Tangerang,1350000000
5,5,1,300.0,222.0,Tangerang,5600000000
3,3,1,130.0,120.0,Tangerang,2220000000
6,8,0,520.0,360.0,Tangerang,10800000000
5,4,1,277.0,144.0,Tangerang,7020000000
2,1,1,45.0,72.0,Tangerang,4543403416
2,1,1,22.0,60.0,Tangerang,4543403416
4,5,2,500.0,375.0,Tangerang,9500000000
6,3,2,350.0,240.0,Tangerang,6000000000
5,6,2,340.0,385.0,Tangerang,6000000000
3,3,1,105.0,112.0,Tangerang,1750000000
3,4,1,150.0,112.0,Tangerang,2100000000
3,3,2,130.0,107.0,Tangerang,2100000000
3,3,2,135.0,136.0,Tangerang,2300000000
5,2,1,250.0,185.0,Tangerang,2500000000
3,3,2,250.0,180.0,Tangerang,2870000000
4,2,1,110.0,98.0,Tangerang,2000000000
4,3,2,165.0,216.0,Tangerang,2450000000
4,3,1,176.0,140.0,Tangerang,5050000000
3,3,1,130.0,120.0,Tangerang,2220000000
3,3,0,150.0,117.0,Tangerang,1950000000
5,4,0,193.0,160.0,Tangerang,4980000000
2,1,1,90.0,135.0,Tangerang,4543403416
4,3,1,200.0,300.0,Tangerang,4000000000
2,1,0,38.0,60.0,Tangerang,4543403416
3,2,2,65.0,60.0,Tangerang,4543403416
3,2,1,72.0,60.0,Tangerang,4543403416
5,7,2,760.0,558.0,Tangerang,27200000000
3,3,0,198.0,200.0,Tangerang,3300000000
4,3,1,114.0,84.0,Tangerang,2300000000
4,6,2,358.0,200.0,Tangerang,10500000000
4,5,0,328.0,263.0,Tangerang,5500000000
3,3,2,257.0,180.0,Tangerang,5160000000
3,2,1,100.0,160.0,Tangerang,1590000000
5,4,2,600.0,375.0,Tangerang,7500000000
5,4,0,147.0,105.0,Tangerang,2900000000
2,1,0,110.0,241.0,Tangerang,2800000000
6,3,2,350.0,240.0,Tangerang,6000000000
5,4,0,155.0,200.0,Tangerang,4270000000
5,4,3,287.0,198.0,Tangerang,8390000000
2,2,1,65.0,60.0,Tangerang,1080000000
2,2,1,68.0,60.0,Tangerang,1550000000
3,3,0,100.0,140.0,Tangerang,2500000000
