km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,harga
5,5,0,700.0,749.0,Jakarta,17900000000
2,1,1,55.0,108.0,Jakarta,1200000000
5,5,2,412.0,297.0,Jakarta,10900000000
6,6,3,1500.0,708.0,Jakarta,51000000000
4,4,1,250.0,160.0,Jakarta,5900000000
2,1,0,31.0,16.0,Jakarta,11843707482
5,4,6,600.0,520.0,Jakarta,15000000000
3,3,1,119.0,90.0,Jakarta,2900000000
4,2,3,200.0,350.0,Jakarta,4990000000
4,4,2,200.0,92.0,Jakarta,2500000000
2,2,0,42.0,22.0,Jakarta,11843707482
4,3,2,380.0,208.0,Jakarta,7800000000
4,3,1,275.0,128.0,Jakarta,4500000000
4,3,1,200.0,112.0,Jakarta,3200000000
5,1,0,200.0,603.0,Jakarta,9640000000
4,3,0,168.0,120.0,Jakarta,3500000000
4,5,1,400.0,117.0,Jakarta,6100000000
4,2,1,300.0,355.0,Jakarta,20000000000
4,4,0,360.0,160.0,Jakarta,4200000000
3,2,2,110.0,80.0,Jakarta,1880000000
3,3,0,200.0,144.0,Jakarta,3700000000
4,6,0,260.0,220.0,Jakarta,4750000000
6,6,0,1300.0,640.0,Jakarta,39000000000
2,2,0,43.0,23.0,Jakarta,11843707482
3,2,0,2361.0,1000.0,Jakarta,22500000000
3,2,0,150.0,295.0,Jakarta,1950000000
4,4,1,140.0,110.0,Jakarta,2640000000
3,2,0,110.0,66.0,Jakarta,1500000000
3,4,2,310.0,277.0,Jakarta,4500000000
3,2,2,72.0,102.0,Jakarta,2300000000
4,3,2,400.0,199.0,Jakarta,13000000000
5,3,0,600.0,450.0,Jakarta,18000000000
3,2,1,200.0,234.0,Jakarta,2500000000
3,2,0,140.0,144.0,Jakarta,2200000000
3,3,2,140.0,77.0,Jakarta,2200000000
5,3,1,240.0,120.0,Jakarta,3600000000
3,3,3,700.0,1050.0,Jakarta,55000000000
3,3,1,130.0,120.0,Jakarta,4000000000
4,8,0,600.0,325.0,Jakarta,30000000000
9,9,4,1390.0,925.0,Jakarta,69000000000
7,7,2,1100.0,377.0,Jakarta,23000000000
3,3,0,400.0,450.0,Jakarta,12000000000
5,3,2,250.0,144.0,Jakarta,4500000000
6,4,3,450.0,300.0,Jakarta,6800000000
3,4,0,91.0,98.0,Jakarta,2900000000
3,3,2,220.0,126.0,Jakarta,2650000000
4,4,2,268.0,245.0,Jakarta,21500000000
3,3,1,100.0,90.0,Jakarta,2900000000
3,3,1,260.0,155.0,Jakarta,5400000000
4,3,1,500.0,290.0,Jakarta,10900000000
3,3,0,280.0,157.0,Jakarta,5750000000
5,4,0,300.0,160.0,Jakarta,3700000000
4,4,0,293.0,195.0,Jakarta,4800000000
3,3,1,125.0,90.0,Jakarta,2300000000
3,3,2,170.0,120.0,Jakarta,3900000000
3,3,2,180.0,106.0,Jakarta,2500000000
3,3,0,132.0,64.0,Jakarta,2400000000
3,2,0,250.0,144.0,Jakarta,4900000000
2,2,0,84.0,60.0,Jakarta,1650000000
3,3,2,245.0,119.0,Jakarta,3500000000
4,3,2,192.0,136.0,Jakarta,5500000000
4,4,1,230.0,168.0,Jakarta,4500000000
5,4,2,568.0,568.0,Jakarta,15000000000
4,5,0,400.0,382.0,Jakarta,13500000000
3,3,1,250.0,135.0,Jakarta,3300000000
4,4,2,150.0,125.0,Jakarta,4000000000
3,2,1,63.0,63.0,Jakarta,1700000000
3,3,2,150.0,200.0,Jakarta,4700000000
3,3,2,141.0,63.0,Jakarta,1690000000
7,5,3,500.0,225.0,Jakarta,13500000000
3,2,0,250.0,135.0,Jakarta,3400000000
3,3,2,130.0,97.0,Jakarta,1450000000
5,5,4,375.0,216.0,Jakarta,8000000000
3,2,1,67.0,90.0,Jakarta,11843707482
3,2,0,120.0,128.0,Jakarta,3090000000
4,5,2,500.0,200.0,Jakarta,9500000000
3,3,0,120.0,120.0,Jakarta,4200000000
6,5,0,600.0,1150.0,Jakarta,18500000000
5,5,0,800.0,503.0,Jakarta,19000000000
5,4,2,400.0,296.0,Jakarta,8000000000
8,8,0,300.0,175.0,Jakarta,4500000000
4,3,5,210.0,729.0,Jakarta,3850000000
12,12,0,300.0,133.0,Jakarta,6000000000
4,3,1,346.0,300.0,Jakarta,8500000000
4,4,0,700.0,500.0,Jakarta,19000000000
4,3,2,150.0,123.0,Jakarta,4000000000
6,6,10,2700.0,4260.0,Jakarta,265000000000
2,1,1,56.0,32.0,Jakarta,11843707482
3,3,2,140.0,120.0,Jakarta,4100000000
3,2,1,67.0,34.0,Jakarta,11843707482
5,5,2,1200.0,680.0,Jakarta,65000000000
8,5,0,300.0,108.0,Jakarta,4000000000
2,2,1,69.0,36.0,Jakarta,1480000000
3,3,0,100.0,90.0,Jakarta,1790000000
5,3,0,150.0,150.0,Jakarta,2100000000
3,3,0,120.0,70.0,Jakarta,1550000000
11,6,4,450.0,661.0,Jakarta,18500000000
4,4,0,392.0,380.0,Jakarta,6990000000
3,2,0,130.0,55.0,Jakarta,2200000000
28,29,1,420.0,170.0,Jakarta,15500000000
4,4,0,300.0,180.0,Jakarta,7500000000
3,3,1,132.0,65.0,Jakarta,1560000000
4,4,2,450.0,756.0,Jakarta,30000000000
2,2,1,59.0,38.0,Jakarta,11843707482
3,3,1,87.0,56.0,Jakarta,2000000000
4,4,1,140.0,110.0,Jakarta,2640000000
7,3,0,650.0,650.0,Jakarta,18000000000
6,4,0,450.0,522.0,Jakarta,15500000000
4,4,2,150.0,95.0,Jakarta,1950000000
3,2,1,98.0,60.0,Jakarta,2030000000
3,2,0,150.0,78.0,Jakarta,2300000000
4,4,2,231.0,105.0,Jakarta,3590000000
4,3,0,150.0,198.0,Jakarta,3290000000
5,5,5,350.0,475.0,Jakarta,11000000000
3,3,1,150.0,90.0,Jakarta,3650000000
4,3,0,240.0,120.0,Jakarta,4800000000
4,3,0,300.0,250.0,Jakarta,3800000000
5,5,6,700.0,950.0,Jakarta,19000000000
3,2,1,52.0,44.0,Jakarta,11843707482
4,3,0,120.0,120.0,Jakarta,3800000000
5,4,2,550.0,360.0,Jakarta,12500000000
3,3,0,117.0,60.0,Jakarta,1900000000
5,6,0,1200.0,1305.0,Jakarta,175000000000
4,3,2,250.0,160.0,Jakarta,4000000000
3,2,1,100.0,51.0,Jakarta,1700000000
3,3,4,293.0,255.0,Jakarta,5200000000
3,4,2,400.0,160.0,Jakarta,9250000000
4,3,2,209.0,173.0,Jakarta,2200000000
4,4,1,400.0,184.0,Jakarta,6500000000
4,4,0,450.0,525.0,Jakarta,22000000000
17,10,0,250.0,277.0,Jakarta,11500000000
6,4,3,1000.0,1479.0,Jakarta,100000000000
3,2,1,250.0,147.0,Jakarta,3950000000
4,3,1,60.0,40.0,Jakarta,1650000000
3,1,1,50.0,68.0,Jakarta,1100000000
5,5,1,300.0,167.0,Jakarta,4500000000
2,1,0,94.0,96.0,Jakarta,1600000000
3,3,0,360.0,150.0,Jakarta,5000000000
4,3,2,186.0,152.0,Jakarta,4190000000
3,3,0,80.0,90.0,Jakarta,1590000000
4,3,1,180.0,136.0,Jakarta,3990000000
4,4,1,360.0,207.0,Jakarta,8700000000
2,2,0,56.0,30.0,Jakarta,11843707482
3,2,0,156.0,156.0,Jakarta,2800000000
3,3,1,120.0,60.0,Jakarta,11843707482
4,4,0,270.0,107.0,Jakarta,3100000000
4,3,2,370.0,250.0,Jakarta,8000000000
4,3,2,250.0,1000.0,Jakarta,11700000000
4,4,0,570.0,377.0,Jakarta,8500000000
3,2,1,113.0,68.0,Jakarta,1900000000
12,12,6,1440.0,3475.0,Jakarta,45100000000
5,4,4,300.0,597.0,Jakarta,32000000000
6,6,0,480.0,266.0,Jakarta,7200000000
4,4,0,275.0,105.0,Jakarta,3590000000
3,3,2,150.0,96.0,Jakarta,1950000000
4,3,0,325.0,459.0,Jakarta,16500000000
3,2,0,135.0,270.0,Jakarta,3300000000
3,2,1,180.0,263.0,Jakarta,11500000000
3,2,0,120.0,97.0,Jakarta,2340000000
5,4,0,300.0,187.0,Jakarta,5900000000
6,6,0,513.0,600.0,Jakarta,13000000000
3,2,0,200.0,400.0,Jakarta,7500000000
5,3,2,400.0,300.0,Jakarta,4800000000
3,4,2,156.0,128.0,Jakarta,3100000000
5,4,6,500.0,630.0,Jakarta,29000000000
4,4,1,200.0,263.0,Jakarta,11500000000
4,3,1,750.0,390.0,Jakarta,11000000000
3,3,1,186.0,93.0,Jakarta,4500000000
3,2,2,120.0,140.0,Jakarta,3100000000
3,3,2,450.0,1230.0,Jakarta,15000000000
4,4,2,412.0,308.0,Jakarta,10500000000
4,4,2,209.0,150.0,Jakarta,5000000000
4,4,2,228.0,200.0,Jakarta,8300000000
4,4,0,411.0,503.0,Jakarta,22000000000
5,5,2,900.0,455.0,Jakarta,20000000000
5,3,2,250.0,180.0,Jakarta,4550000000
4,3,2,150.0,123.0,Jakarta,3850000000
4,4,2,300.0,305.0,Jakarta,4300000000
6,5,0,400.0,152.0,Jakarta,5000000000
6,5,0,400.0,258.0,Jakarta,6500000000
4,3,2,200.0,120.0,Jakarta,3600000000
3,2,1,130.0,138.0,Jakarta,3500000000
3,2,0,72.0,80.0,Jakarta,1300000000
4,4,0,800.0,570.0,Jakarta,19900000000
3,3,2,998.0,430.0,Jakarta,49500000000
4,4,1,221.0,246.0,Jakarta,8500000000
2,2,0,220.0,1380.0,Jakarta,40000000000
4,3,2,250.0,144.0,Jakarta,4500000000
4,4,2,600.0,250.0,Jakarta,7800000000
4,3,1,241.0,216.0,Jakarta,3200000000
3,4,0,540.0,188.0,Jakarta,6500000000
5,4,0,400.0,600.0,Jakarta,14000000000
4,2,0,300.0,450.0,Jakarta,10500000000
4,3,0,225.0,168.0,Jakarta,4900000000
3,3,0,140.0,103.0,Jakarta,2220000000
4,3,0,350.0,245.0,Jakarta,10500000000
3,3,1,110.0,90.0,Jakarta,2400000000
4,3,3,256.0,254.0,Jakarta,4000000000
3,2,0,123.0,156.0,Jakarta,3000000000
4,3,6,400.0,984.0,Jakarta,47500000000
4,3,2,398.0,180.0,Jakarta,7250000000
4,3,2,400.0,199.0,Jakarta,13000000000
3,2,0,650.0,650.0,Jakarta,14300000000
2,2,0,170.0,72.0,Jakarta,1550000000
3,3,2,140.0,125.0,Jakarta,2200000000
3,2,0,104.0,84.0,Jakarta,1890000000
3,2,2,170.0,80.0,Jakarta,2300000000
3,3,2,135.0,105.0,Jakarta,3100000000
5,4,0,270.0,140.0,Jakarta,4500000000
4,4,2,600.0,250.0,Jakarta,14500000000
8,4,0,650.0,520.0,Jakarta,11843707482
4,4,1,200.0,212.0,Jakarta,7900000000
5,5,2,500.0,300.0,Jakarta,8800000000
4,2,3,200.0,150.0,Jakarta,2600000000
4,3,1,127.0,172.0,Jakarta,3100000000
22,7,14,1600.0,1000.0,Jakarta,14000000000
4,4,0,700.0,548.0,Jakarta,16000000000
4,5,1,400.0,117.0,Jakarta,6000000000
5,4,4,740.0,1723.0,Jakarta,85000000000
4,3,1,450.0,25.0,Jakarta,7800000000
4,3,3,200.0,115.0,Jakarta,3900000000
4,4,2,560.0,329.0,Jakarta,7500000000
6,7,10,1000.0,900.0,Jakarta,30000000000
2,1,0,48.0,51.0,Jakarta,11843707482
4,3,0,220.0,148.0,Jakarta,3300000000
5,4,3,700.0,300.0,Jakarta,9000000000
4,4,4,270.0,220.0,Jakarta,4750000000
3,3,1,130.0,80.0,Jakarta,1710000000
5,5,2,1200.0,680.0,Jakarta,70000000000
3,4,0,140.0,64.0,Jakarta,1900000000
3,3,2,142.0,100.0,Jakarta,3200000000
20,20,14,950.0,1195.0,Jakarta,27000000000
2,2,1,58.0,39.0,Jakarta,1170000000
4,3,2,300.0,550.0,Jakarta,35000000000
3,3,1,109.0,39.0,Jakarta,1500000000
4,2,1,120.0,270.0,Jakarta,4200000000
4,4,2,165.0,195.0,Jakarta,3900000000
4,4,2,240.0,112.0,Jakarta,3720000000
2,2,0,40.0,20.0,Jakarta,11843707482
4,4,2,155.0,109.0,Jakarta,2270000000
4,4,2,300.0,317.0,Jakarta,16500000000
5,6,2,850.0,1900.0,Jakarta,150000000000
5,3,2,550.0,600.0,Jakarta,8900000000
3,2,1,190.0,80.0,Jakarta,2500000000
3,3,0,185.0,120.0,Jakarta,3000000000
16,10,0,239.0,164.0,Jakarta,3200000000
3,3,0,240.0,120.0,Jakarta,5500000000
4,4,2,245.0,105.0,Jakarta,3590000000
4,3,0,131.0,55.0,Jakarta,2300000000
3,2,2,330.0,170.0,Jakarta,9500000000
5,5,4,700.0,1093.0,Jakarta,15000000000
4,3,0,264.0,504.0,Jakarta,13700000000
5,6,3,1200.0,727.0,Jakarta,45000000000
5,4,0,600.0,270.0,Jakarta,10000000000
3,3,1,300.0,200.0,Jakarta,6900000000
30,10,0,700.0,877.0,Jakarta,39000000000
6,4,2,488.0,500.0,Jakarta,16000000000
3,3,0,200.0,112.0,Jakarta,2950000000
5,4,0,800.0,895.0,Jakarta,32000000000
2,2,0,87.0,60.0,Jakarta,1400000000
3,2,2,84.0,84.0,Jakarta,2350000000
4,3,1,450.0,300.0,Jakarta,9000000000
4,3,0,135.0,197.0,Jakarta,3290000000
4,4,2,160.0,126.0,Jakarta,1550000000
4,4,2,230.0,92.0,Jakarta,2900000000
3,3,1,67.0,34.0,Jakarta,11843707482
7,8,2,548.0,733.0,Jakarta,45000000000
6,8,2,400.0,225.0,Jakarta,6500000000
4,3,2,86.0,82.0,Jakarta,1100000000
5,4,4,550.0,1050.0,Jakarta,17500000000
6,5,3,475.0,258.0,Jakarta,6500000000
5,5,0,600.0,525.0,Jakarta,18500000000
4,2,0,144.0,75.0,Jakarta,1700000000
3,2,0,91.0,98.0,Jakarta,2900000000
2,2,2,120.0,90.0,Jakarta,2100000000
4,4,0,500.0,519.0,Jakarta,41000000000
2,2,0,67.0,75.0,Jakarta,1550000000
6,4,4,454.0,629.0,Jakarta,45200000000
5,5,6,900.0,1090.0,Jakarta,23000000000
3,2,1,180.0,300.0,Jakarta,2700000000
5,3,0,555.0,1362.0,Jakarta,27200000000
5,6,3,700.0,675.0,Jakarta,20000000000
5,4,1,250.0,120.0,Jakarta,5990000000
4,4,2,607.0,247.0,Jakarta,11200000000
4,4,0,500.0,632.0,Jakarta,16000000000
12,12,6,1500.0,2050.0,Jakarta,55000000000
4,4,2,215.0,96.0,Jakarta,3200000000
4,4,0,480.0,425.0,Jakarta,15500000000
3,3,0,180.0,141.0,Jakarta,4900000000
4,3,3,260.0,165.0,Jakarta,5950000000
3,3,2,200.0,120.0,Jakarta,3300000000
2,1,0,50.0,44.0,Jakarta,1150000000
3,3,0,135.0,80.0,Jakarta,1450000000
2,2,1,76.0,48.0,Jakarta,1300000000
4,4,3,625.0,400.0,Jakarta,9800000000
4,3,1,241.0,216.0,Jakarta,3200000000
3,2,1,70.0,56.0,Jakarta,11843707482
3,3,2,115.0,180.0,Jakarta,2520000000
4,2,3,190.0,350.0,Jakarta,4990000000
4,4,0,500.0,297.0,Jakarta,9500000000
6,4,0,270.0,170.0,Jakarta,4500000000
4,2,1,200.0,195.0,Jakarta,2900000000
2,1,0,33.0,21.0,Jakarta,11843707482
4,4,0,450.0,600.0,Jakarta,16000000000
5,4,2,500.0,330.0,Jakarta,30000000000
15,6,5,600.0,468.0,Jakarta,15000000000
4,4,2,264.0,504.0,Jakarta,13500000000
6,3,1,400.0,542.0,Jakarta,4550000000
2,2,0,100.0,130.0,Jakarta,6500000000
2,2,0,63.0,32.0,Jakarta,11843707482
2,2,1,80.0,44.0,Jakarta,2090000000
4,3,0,336.0,252.0,Jakarta,11843707482
4,3,0,450.0,300.0,Jakarta,12500000000
3,3,0,126.0,193.0,Jakarta,2850000000
4,3,2,330.0,250.0,Jakarta,10900000000
5,4,4,519.0,823.0,Jakarta,82500000000
5,3,3,144.0,132.0,Jakarta,3150000000
2,1,1,77.0,106.0,Jakarta,11843707482
4,4,1,160.0,90.0,Jakarta,2800000000
5,3,0,300.0,150.0,Jakarta,2600000000
3,2,1,100.0,90.0,Jakarta,2100000000
5,6,3,470.0,519.0,Jakarta,43000000000
6,6,1,650.0,428.0,Jakarta,10000000000
3,3,0,140.0,80.0,Jakarta,2200000000
3,3,1,90.0,34.0,Jakarta,1290000000
5,6,0,420.0,275.0,Jakarta,7500000000
3,3,2,115.0,180.0,Jakarta,2520000000
3,2,1,210.0,105.0,Jakarta,3800000000
3,2,0,110.0,136.0,Jakarta,1690000000
1,2,1,54.0,45.0,Jakarta,1100000000
4,4,3,250.0,195.0,Jakarta,4700000000
4,4,0,360.0,300.0,Jakarta,8800000000
2,3,1,90.0,58.0,Jakarta,2090000000
2,2,0,42.0,27.0,Jakarta,11843707482
4,4,1,250.0,72.0,Jakarta,1870000000
2,2,0,50.0,44.0,Jakarta,1150000000
5,4,4,1000.0,1078.0,Jakarta,80000000000
5,4,0,570.0,570.0,Jakarta,9000000000
3,3,0,120.0,90.0,Jakarta,3300000000
4,3,1,250.0,240.0,Jakarta,5000000000
3,1,1,140.0,187.0,Jakarta,3100000000
3,2,2,85.0,105.0,Jakarta,2000000000
4,5,1,400.0,401.0,Jakarta,12000000000
3,3,0,150.0,80.0,Jakarta,2300000000
3,2,2,180.0,110.0,Jakarta,5500000000
7,8,2,548.0,733.0,Jakarta,45000000000
5,2,2,180.0,200.0,Jakarta,3700000000
3,3,2,120.0,58.0,Jakarta,1210000000
4,3,0,218.0,254.0,Jakarta,6200000000
5,4,2,450.0,628.0,Jakarta,10200000000
3,3,2,98.0,80.0,Jakarta,2300000000
4,4,3,500.0,732.0,Jakarta,16000000000
3,4,10,115.0,98.0,Jakarta,2590000000
3,2,0,160.0,120.0,Jakarta,4390000000
3,2,1,100.0,75.0,Jakarta,1950000000
5,4,2,464.0,515.0,Jakarta,15000000000
3,3,0,108.0,66.0,Jakarta,2350000000
4,3,0,387.0,260.0,Jakarta,6800000000
3,3,1,282.0,95.0,Jakarta,3200000000
5,5,3,300.0,136.0,Jakarta,6800000000
2,2,0,42.0,27.0,Jakarta,11843707482
6,7,0,600.0,300.0,Jakarta,8800000000
3,3,0,125.0,45.0,Jakarta,1700000000
5,4,2,568.0,568.0,Jakarta,15000000000
3,3,2,150.0,92.0,Jakarta,1950000000
5,4,4,286.0,397.0,Jakarta,10000000000
4,4,2,475.0,327.0,Jakarta,10800000000
4,4,1,250.0,140.0,Jakarta,3400000000
2,1,0,70.0,100.0,Jakarta,1300000000
2,2,0,58.0,90.0,Jakarta,1550000000
4,3,2,200.0,135.0,Jakarta,2500000000
2,2,0,68.0,33.0,Jakarta,11843707482
6,7,6,1200.0,1305.0,Jakarta,175000000000
3,2,2,65.0,60.0,Jakarta,1080000000
6,6,0,1345.0,3825.0,Jakarta,270000000000
4,4,2,245.0,105.0,Jakarta,3590000000
3,4,1,250.0,200.0,Jakarta,6600000000
5,5,2,240.0,139.0,Jakarta,3700000000
4,4,0,160.0,84.0,Jakarta,1970000000
1,1,0,225.0,225.0,Jakarta,5170000000
4,3,0,180.0,225.0,Jakarta,5600000000
4,4,1,600.0,643.0,Jakarta,15400000000
4,4,0,1100.0,542.0,Jakarta,30000000000
4,3,2,350.0,300.0,Jakarta,8500000000
3,3,1,74.0,66.0,Jakarta,1550000000
4,3,1,215.0,198.0,Jakarta,3250000000
4,3,1,150.0,100.0,Jakarta,1450000000
5,5,6,1200.0,680.0,Jakarta,70000000000
4,4,2,550.0,360.0,Jakarta,13800000000
4,4,0,400.0,323.0,Jakarta,19500000000
4,3,2,250.0,149.0,Jakarta,2550000000
49,49,0,3000.0,790.0,Jakarta,35000000000
3,3,1,450.0,300.0,Jakarta,16500000000
5,5,3,784.0,785.0,Jakarta,25000000000
4,3,2,320.0,320.0,Jakarta,13000000000
6,5,0,700.0,270.0,Jakarta,10000000000
5,4,3,800.0,500.0,Jakarta,29000000000
3,1,1,190.0,300.0,Jakarta,17000000000
6,8,2,450.0,212.0,Jakarta,8500000000
5,4,2,240.0,195.0,Jakarta,4800000000
3,3,2,80.0,68.0,Jakarta,11843707482
4,4,1,140.0,110.0,Jakarta,2640000000
3,2,1,60.0,52.0,Jakarta,11843707482
4,5,2,550.0,496.0,Jakarta,17200000000
4,4,2,170.0,116.0,Jakarta,2900000000
7,3,0,290.0,142.0,Jakarta,4750000000
3,3,2,136.0,45.0,Jakarta,1700000000
3,3,2,115.0,180.0,Jakarta,2520000000
3,3,0,132.0,60.0,Jakarta,1600000000
3,3,2,131.0,120.0,Jakarta,3700000000
4,5,2,475.0,300.0,Jakarta,16000000000
4,4,0,180.0,67.0,Jakarta,2600000000
2,2,1,105.0,56.0,Jakarta,1750000000
5,5,0,785.0,785.0,Jakarta,25000000000
3,2,1,200.0,264.0,Jakarta,6150000000
3,3,1,126.0,63.0,Jakarta,2100000000
4,3,0,268.0,188.0,Jakarta,4500000000
7,4,4,400.0,300.0,Jakarta,10500000000
3,3,1,150.0,90.0,Jakarta,2900000000
3,3,2,156.0,212.0,Jakarta,3600000000
3,2,0,500.0,673.0,Jakarta,6880000000
3,3,2,120.0,102.0,Jakarta,4200000000
4,3,1,200.0,136.0,Jakarta,3990000000
4,5,2,500.0,240.0,Jakarta,8500000000
3,3,0,150.0,144.0,Jakarta,3700000000
3,3,4,338.0,282.0,Jakarta,5500000000
3,2,2,130.0,90.0,Jakarta,2350000000
4,3,1,120.0,61.0,Jakarta,2100000000
8,4,4,300.0,500.0,Jakarta,28500000000
4,4,2,315.0,290.0,Jakarta,10900000000
4,3,0,198.0,99.0,Jakarta,2800000000
4,3,2,197.0,303.0,Jakarta,9900000000
4,2,0,500.0,300.0,Jakarta,7800000000
5,3,1,420.0,200.0,Jakarta,7500000000
5,3,5,300.0,363.0,Jakarta,9980000000
3,2,1,80.0,65.0,Jakarta,1950000000
4,3,1,122.0,55.0,Jakarta,2300000000
2,2,1,54.0,45.0,Jakarta,11843707482
5,6,0,900.0,555.0,Jakarta,16900000000
5,5,1,218.0,86.0,Jakarta,3980000000
5,4,3,470.0,519.0,Jakarta,43000000000
5,3,5,280.0,375.0,Jakarta,6000000000
4,3,0,269.0,115.0,Jakarta,3300000000
4,5,3,500.0,327.0,Jakarta,9000000000
4,3,2,250.0,200.0,Jakarta,6800000000
5,5,0,450.0,600.0,Jakarta,4500000000
10,11,0,336.0,136.0,Jakarta,5500000000
4,3,2,400.0,542.0,Jakarta,5250000000
3,2,1,100.0,77.0,Jakarta,1350000000
3,2,0,300.0,360.0,Jakarta,6900000000
2,1,0,45.0,79.0,Bogor,4881466414
2,1,0,36.0,81.0,Bogor,4881466414
4,4,1,300.0,698.0,Bogor,8000000000
3,2,2,54.0,70.0,Bogor,4881466414
1,1,1,45.0,175.0,Bogor,4881466414
2,1,0,30.0,30.0,Bogor,4881466414
4,3,1,180.0,144.0,Bogor,1700000000
3,2,1,220.0,136.0,Bogor,1400000000
3,2,1,89.0,84.0,Bogor,1650000000
3,3,2,72.0,117.0,Bogor,4881466414
2,1,1,36.0,74.0,Bogor,4881466414
2,1,1,48.0,79.0,Bogor,4881466414
3,2,1,70.0,94.0,Bogor,1090000000
4,3,2,250.0,374.0,Bogor,5200000000
3,1,1,140.0,120.0,Bogor,4881466414
2,2,1,55.0,60.0,Bogor,4881466414
2,1,1,45.0,72.0,Bogor,4881466414
2,1,2,63.0,150.0,Bogor,1000000000
3,2,2,54.0,66.0,Bogor,4881466414
3,2,0,100.0,129.0,Bogor,4881466414
2,1,1,36.0,90.0,Bogor,4881466414
2,1,1,40.0,42.0,Bogor,4881466414
4,3,0,200.0,120.0,Bogor,1650000000
2,1,1,36.0,70.0,Bogor,4881466414
2,1,1,36.0,72.0,Bogor,4881466414
4,3,2,450.0,375.0,Bogor,7000000000
3,2,2,54.0,66.0,Bogor,4881466414
2,1,1,36.0,70.0,Bogor,4881466414
4,5,3,515.0,518.0,Bogor,11500000000
2,1,1,63.0,70.0,Bogor,4881466414
2,1,0,39.0,84.0,Bogor,4881466414
4,3,2,250.0,300.0,Bogor,4700000000
3,3,0,128.0,128.0,Bogor,1700000000
4,5,2,360.0,313.0,Bogor,6500000000
2,1,0,30.0,58.0,Bogor,4881466414
3,1,1,90.0,70.0,Bogor,4881466414
2,2,0,70.0,162.0,Bogor,4881466414
2,1,0,50.0,75.0,Bogor,4881466414
2,1,0,50.0,60.0,Bogor,4881466414
2,1,1,36.0,78.0,Bogor,4881466414
1,1,7,400.0,2916.0,Bogor,16500000000
5,4,0,500.0,276.0,Bogor,3300000000
4,3,12,300.0,2370.0,Bogor,4800000000
4,4,0,225.0,280.0,Bogor,4520000000
4,4,1,350.0,220.0,Bogor,3850000000
3,3,0,100.0,122.0,Bogor,4881466414
3,1,1,45.0,105.0,Bogor,4881466414
4,4,2,190.0,249.0,Bogor,3200000000
4,4,0,175.0,202.0,Bogor,2500000000
5,2,1,347.0,465.0,Bogor,8000000000
8,6,0,400.0,2916.0,Bogor,16500000000
4,3,0,220.0,211.0,Bogor,1800000000
2,1,1,55.0,105.0,Bogor,4881466414
2,1,1,68.0,60.0,Bogor,1000000000
3,3,1,72.0,135.0,Bogor,1400000000
2,2,1,96.0,128.0,Bogor,1400000000
2,2,1,63.0,150.0,Bogor,1000000000
4,4,1,390.0,220.0,Bogor,3850000000
2,1,0,50.0,75.0,Bogor,4881466414
2,1,1,40.0,70.0,Bogor,4881466414
2,1,1,39.0,84.0,Bogor,4881466414
2,1,1,70.0,84.0,Bogor,4881466414
4,3,1,160.0,81.0,Bogor,1500000000
3,3,1,150.0,105.0,Bogor,1500000000
3,1,1,55.0,82.0,Bogor,4881466414
7,5,6,750.0,1500.0,Bogor,17000000000
3,3,2,150.0,315.0,Bogor,2800000000
2,1,0,36.0,76.0,Bogor,4881466414
3,2,1,63.0,60.0,Bogor,4881466414
2,1,1,45.0,84.0,Bogor,4881466414
3,2,1,120.0,144.0,Bogor,1950000000
4,2,1,150.0,180.0,Bogor,1100000000
4,4,1,200.0,200.0,Bogor,2950000000
4,3,1,299.0,396.0,Bogor,5000000000
5,5,2,300.0,500.0,Bogor,5500000000
2,2,0,86.0,72.0,Bogor,4881466414
2,1,1,45.0,96.0,Bogor,4881466414
2,1,1,40.0,58.0,Bogor,4881466414
3,2,1,70.0,90.0,Bogor,4881466414
2,1,0,30.0,54.0,Bogor,4881466414
4,2,1,350.0,334.0,Bogor,4500000000
2,1,1,45.0,73.0,Bogor,4881466414
4,2,0,153.0,235.0,Bogor,3400000000
2,2,0,65.0,72.0,Bogor,4881466414
4,3,0,120.0,120.0,Bogor,2600000000
3,2,1,88.0,144.0,Bogor,1250000000
2,1,0,27.0,72.0,Bogor,4881466414
4,3,0,168.0,124.0,Bogor,1400000000
2,1,1,60.0,72.0,Bogor,4881466414
2,2,1,73.0,120.0,Bogor,1150000000
4,5,4,515.0,518.0,Bogor,11500000000
2,1,1,50.0,84.0,Bogor,4881466414
2,1,1,50.0,75.0,Bogor,4881466414
2,1,0,47.0,64.0,Bogor,4881466414
3,2,1,55.0,78.0,Bogor,4881466414
3,2,0,84.0,108.0,Bogor,1140000000
3,2,0,100.0,84.0,Bogor,4881466414
7,4,2,600.0,630.0,Bogor,8000000000
4,4,1,520.0,300.0,Bogor,5500000000
3,2,0,110.0,128.0,Bogor,1400000000
4,5,2,360.0,313.0,Bogor,6500000000
3,2,1,99.0,128.0,Bogor,1650000000
2,1,1,42.0,60.0,Bogor,4881466414
4,3,0,300.0,20000.0,Bogor,12000000000
5,4,4,700.0,1008.0,Bogor,15000000000
2,1,0,100.0,112.0,Bogor,4881466414
3,2,3,125.0,621.0,Bogor,4490000000
4,3,1,730.0,525.0,Bogor,12000000000
5,5,1,230.0,126.0,Bogor,1950000000
3,3,0,500.0,1153.0,Bogor,15500000000
4,4,1,500.0,321.0,Bogor,3500000000
