km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,umr,jlh-pdk,harga
3,2,1,63,104,Tangerang Selatan,4280674,13761194,1550000000
3,3,0,142,124,Tangerang Selatan,4280675,13761195,1700000000
3,2,1,110,84,Tangerang Selatan,4280676,13761196,2300000000
3,3,2,67,60,Tangerang Selatan,4280677,13761197,3466355871
3,3,2,52,66,Tangerang Selatan,4280678,13761198,3466355871
3,3,2,67,60,Tangerang Selatan,4280679,13761199,3466355871
3,1,2,180,220,Tangerang Selatan,4280680,13761200,7000000000
3,2,2,52,66,Tangerang Selatan,4280681,13761201,3466355871
3,2,1,117,125,Tangerang Selatan,4280682,13761202,3200000000
3,2,2,67,60,Tangerang Selatan,4280683,13761203,3466355871
3,2,2,67,60,Tangerang Selatan,4280684,13761204,3466355871
3,2,3,310,250,Tangerang Selatan,4280685,13761205,5500000000
3,2,0,120,90,Tangerang Selatan,4280686,13761206,3466355871
3,3,0,195,255,Tangerang Selatan,4280687,13761207,5500000000
3,2,2,200,180,Tangerang Selatan,4280688,13761208,3500000000
3,2,2,149,172,Tangerang Selatan,4280689,13761209,4400000000
3,2,1,65,80,Tangerang Selatan,4280690,13761210,3466355871
3,2,2,99,84,Tangerang Selatan,4280691,13761211,2700000000
3,2,1,40,60,Tangerang Selatan,4280692,13761212,3466355871
3,2,2,249,204,Tangerang Selatan,4280693,13761213,5800000000
3,2,1,150,128,Tangerang Selatan,4280694,13761214,2500000000
3,2,2,300,824,Tangerang Selatan,4280695,13761215,14500000000
3,3,1,100,170,Tangerang Selatan,4280696,13761216,1450000000
3,2,1,170,133,Tangerang Selatan,4280697,13761217,2850000000
3,2,1,88,72,Tangerang Selatan,4280698,13761218,2200000000
3,2,1,72,90,Tangerang Selatan,4280699,13761219,1200000000
3,2,1,72,72,Tangerang Selatan,4280700,13761220,3466355871
3,3,2,290,330,Tangerang Selatan,4280701,13761221,8800000000
3,2,2,85,72,Tangerang Selatan,4280702,13761222,2300000000
3,2,1,70,109,Tangerang Selatan,4280703,13761223,1680000000
3,3,1,36,72,Tangerang Selatan,4280704,13761224,3466355871
3,3,1,60,60,Tangerang Selatan,4280705,13761225,1300000000
3,2,2,200,135,Tangerang Selatan,4280706,13761226,3950000000
2,1,2,145,160,Tangerang Selatan,4280707,13761227,3000000000
2,2,1,200,187,Tangerang Selatan,4280708,13761228,4000000000
2,2,1,82,110,Tangerang Selatan,4280709,13761229,3466355871
2,2,1,120,138,Tangerang Selatan,4280710,13761230,1720000000
2,2,2,400,308,Tangerang Selatan,4280711,13761231,5500000000
2,2,1,150,180,Tangerang Selatan,4280712,13761232,1110000000
2,2,1,260,240,Tangerang Selatan,4280713,13761233,3900000000
2,2,1,260,240,Tangerang Selatan,4280714,13761234,3900000000
2,2,2,760,470,Tangerang Selatan,4280715,13761235,6300000000
2,2,0,150,90,Tangerang Selatan,4280716,13761236,2000000000
2,2,1,40,120,Tangerang Selatan,4280717,13761237,2100000000
2,2,1,100,120,Tangerang Selatan,4280718,13761238,2500000000
2,2,1,170,128,Tangerang Selatan,4280719,13761239,2250000000
2,2,1,149,145,Tangerang Selatan,4280720,13761240,2500000000
2,3,0,100,72,Tangerang Selatan,4280721,13761241,1950000000
2,2,2,285,220,Tangerang Selatan,4280722,13761242,8300000000
2,2,0,60,66,Tangerang Selatan,4280723,13761243,3466355871
2,1,1,75,76,Tangerang Selatan,4280724,13761244,3466355871
2,2,1,350,289,Tangerang Selatan,4280725,13761245,3466355871
2,2,0,142,124,Tangerang Selatan,4280726,13761246,1700000000
2,1,1,170,180,Tangerang Selatan,4280727,13761247,2100000000
2,1,2,235,145,Tangerang Selatan,4280728,13761248,3900000000
2,1,2,65,60,Tangerang Selatan,4280729,13761249,3466355871
2,2,0,165,120,Tangerang Selatan,4280730,13761250,3050000000
2,2,2,100,72,Tangerang Selatan,4280731,13761251,1870000000
2,2,2,100,95,Tangerang Selatan,4280732,13761252,2200000000
2,2,0,165,120,Tangerang Selatan,4280733,13761253,3050000000
2,2,0,165,120,Tangerang Selatan,4280734,13761254,3050000000
2,2,2,350,295,Tangerang Selatan,4280735,13761255,7200000000
2,2,1,60,60,Tangerang Selatan,4280736,13761256,3466355871
2,2,1,150,90,Tangerang Selatan,4280737,13761257,1750000000
2,2,0,120,82,Tangerang Selatan,4280738,13761258,2250000000
2,2,0,1000,1000,Tangerang Selatan,4280739,13761259,8500000000
2,2,2,350,277,Tangerang Selatan,4280740,13761260,3800000000
2,1,1,170,150,Tangerang Selatan,4280741,13761261,4000000000
2,2,0,57,90,Tangerang Selatan,4280742,13761262,3466355871
2,2,2,700,770,Tangerang Selatan,4280743,13761263,16000000000
2,2,1,90,90,Tangerang Selatan,4280744,13761264,1280000000
2,2,0,90,75,Tangerang Selatan,4280745,13761265,1490000000
2,2,4,146,112,Tangerang Selatan,4280746,13761266,5250000000
2,1,1,150,250,Tangerang Selatan,4280747,13761267,3600000000
2,2,2,227,402,Tangerang Selatan,4280748,13761268,5500000000
2,2,1,160,110,Tangerang Selatan,4280749,13761269,2100000000
2,1,1,400,267,Tangerang Selatan,4280750,13761270,6700000000
2,2,2,185,150,Tangerang Selatan,4280751,13761271,3700000000
2,2,2,380,239,Tangerang Selatan,4280752,13761272,5900000000
2,2,1,150,128,Tangerang Selatan,4280753,13761273,1950000000
2,3,1,57,90,Tangerang Selatan,4280754,13761274,3466355871
2,1,1,300,178,Tangerang Selatan,4280755,13761275,4300000000
2,2,2,300,291,Tangerang Selatan,4280756,13761276,8500000000
2,1,0,550,600,Tangerang Selatan,4280757,13761277,12300000000
2,2,0,280,230,Tangerang Selatan,4280758,13761278,6450000000
2,2,0,350,222,Tangerang Selatan,4280759,13761279,6500000000
2,1,0,550,405,Tangerang Selatan,4280760,13761280,10000000000
2,2,0,227,440,Tangerang Selatan,4280761,13761281,6000000000
2,2,0,400,267,Tangerang Selatan,4280762,13761282,6700000000
2,2,0,167,131,Tangerang Selatan,4280763,13761283,2900000000
2,2,0,350,766,Tangerang Selatan,4280764,13761284,11000000000
2,2,0,70,63,Tangerang Selatan,4280765,13761285,1360000000
2,2,0,310,250,Tangerang Selatan,4280766,13761286,5500000000
2,1,0,101,118,Tangerang Selatan,4280767,13761287,2400000000
2,2,0,200,136,Tangerang Selatan,4280768,13761288,3900000000
2,1,1,195,250,Tangerang Selatan,4280769,13761289,4870000000
2,2,2,80,128,Tangerang Selatan,4280770,13761290,1400000000
2,2,1,200,165,Tangerang Selatan,4280771,13761291,3350000000
2,1,1,200,120,Tangerang Selatan,4280772,13761292,1600000000
2,2,1,160,120,Tangerang Selatan,4280773,13761293,1450000000
2,2,1,255,240,Tangerang Selatan,4280774,13761294,4200000000
2,1,1,50,83,Tangerang Selatan,4280775,13761295,3466355871
2,1,1,90,193,Tangerang Selatan,4280776,13761296,2030000000
2,2,2,230,183,Tangerang Selatan,4280777,13761297,2600000000
2,1,0,65,72,Tangerang Selatan,4280778,13761298,1100000000
2,2,1,120,154,Tangerang Selatan,4280779,13761299,2750000000
2,2,2,180,160,Tangerang Selatan,4280780,13761300,2100000000
2,2,0,65,72,Tangerang Selatan,4280781,13761301,1100000000
2,2,0,101,101,Tangerang Selatan,4280782,13761302,1250000000
2,2,1,140,90,Tangerang Selatan,4280783,13761303,1320000000
2,2,3,480,676,Tangerang Selatan,4280784,13761304,7500000000
2,1,2,160,135,Tangerang Selatan,4280785,13761305,3750000000
2,2,1,55,89,Tangerang Selatan,4280786,13761306,3466355871
2,2,2,350,190,Tangerang Selatan,4280787,13761307,4500000000
2,1,2,65,60,Tangerang Selatan,4280788,13761308,3466355871
2,2,0,300,222,Tangerang Selatan,4280789,13761309,4900000000
2,1,2,65,60,Tangerang Selatan,4280790,13761310,3466355871
2,2,0,170,117,Tangerang Selatan,4280791,13761311,2900000000
2,2,0,200,123,Tangerang Selatan,4280792,13761312,3200000000
2,1,0,300,235,Tangerang Selatan,4280793,13761313,5200000000
2,2,0,160,132,Tangerang Selatan,4280794,13761314,2800000000
2,1,0,230,183,Tangerang Selatan,4280795,13761315,2600000000
2,1,4,460,206,Tangerang Selatan,4280796,13761316,5800000000
2,1,1,80,84,Tangerang Selatan,4280797,13761317,1050000000
2,1,0,100,160,Tangerang Selatan,4280798,13761318,1350000000
2,2,2,180,220,Tangerang Selatan,4280799,13761319,6500000000
2,1,0,160,132,Tangerang Selatan,4280800,13761320,2800000000
2,1,2,500,225,Tangerang Selatan,4280801,13761321,5000000000
2,1,0,54,50,Tangerang Selatan,4280802,13761322,3466355871
2,2,2,400,375,Tangerang Selatan,4280803,13761323,9500000000
2,1,1,149,120,Tangerang Selatan,4280804,13761324,1800000000
2,1,2,300,824,Tangerang Selatan,4280805,13761325,14500000000
2,1,2,100,72,Tangerang Selatan,4280806,13761326,1950000000
2,2,2,200,123,Tangerang Selatan,4280807,13761327,3200000000
2,2,1,160,188,Tangerang Selatan,4280808,13761328,2650000000
2,1,1,120,84,Tangerang Selatan,4280809,13761329,2000000000
2,1,1,400,267,Tangerang Selatan,4280810,13761330,6700000000
2,1,1,160,118,Tangerang Selatan,4280811,13761331,1750000000
2,2,1,200,236,Tangerang Selatan,4280812,13761332,2500000000
2,1,2,98,90,Tangerang Selatan,4280813,13761333,2500000000
2,1,2,160,120,Tangerang Selatan,4280814,13761334,2700000000
2,1,2,210,144,Tangerang Selatan,4280815,13761335,3800000000
2,1,1,41,72,Tangerang Selatan,4280816,13761336,3466355871
2,2,1,41,72,Tangerang Selatan,4280817,13761337,3466355871
2,1,1,60,90,Tangerang Selatan,4280818,13761338,3466355871
2,2,0,238,119,Tangerang Selatan,4280819,13761339,1450000000
2,1,0,90,126,Tangerang Selatan,4280820,13761340,1750000000
2,1,0,358,144,Tangerang Selatan,4280821,13761341,5900000000
2,1,0,45,65,Tangerang Selatan,4280822,13761342,3466355871
2,1,0,45,65,Tangerang Selatan,4280823,13761343,3466355871
2,1,4,250,424,Tangerang Selatan,4280824,13761344,14000000000
2,1,0,158,158,Tangerang Selatan,4280825,13761345,3466355871
2,1,0,200,136,Tangerang Selatan,4280826,13761346,3900000000
2,1,0,145,100,Tangerang Selatan,4280827,13761347,2000000000
2,1,0,380,310,Tangerang Selatan,4280828,13761348,5500000000
2,1,0,170,117,Tangerang Selatan,4280829,13761349,2900000000
2,1,0,380,310,Tangerang Selatan,4280830,13761350,5500000000
2,1,0,182,310,Tangerang Selatan,4280831,13761351,3700000000
2,1,0,400,235,Tangerang Selatan,4280832,13761352,3650000000
2,1,0,42,70,Tangerang Selatan,4280833,13761353,3466355871
2,1,0,87,84,Tangerang Selatan,4280834,13761354,1070000000
2,1,0,200,120,Tangerang Selatan,4280835,13761355,2400000000
2,1,0,358,144,Tangerang Selatan,4280836,13761356,5900000000
2,1,4,343,340,Tangerang Selatan,4280837,13761357,8400000000
2,1,0,115,105,Tangerang Selatan,4280838,13761358,2200000000
2,1,0,200,248,Tangerang Selatan,4280839,13761359,2100000000
2,1,2,66,60,Tangerang Selatan,4280840,13761360,3466355871
2,1,2,200,136,Tangerang Selatan,4280841,13761361,3900000000
2,1,1,143,156,Tangerang Selatan,4280842,13761362,2600000000
2,2,1,149,145,Tangerang Selatan,4280843,13761363,2600000000
2,1,1,89,84,Tangerang Selatan,4280844,13761364,2350000000
2,1,1,110,83,Tangerang Selatan,4280845,13761365,2750000000
2,1,2,280,230,Tangerang Selatan,4280846,13761366,6450000000
2,1,1,70,94,Tangerang Selatan,4280847,13761367,3466355871
2,1,1,70,94,Tangerang Selatan,4280848,13761368,3466355871
2,2,2,245,180,Tangerang Selatan,4280849,13761369,2700000000
2,1,1,200,120,Tangerang Selatan,4280850,13761370,2400000000
2,6,2,203,315,Tangerang Selatan,4280851,13761371,5000000000
2,2,4,400,305,Tangerang Selatan,4280852,13761372,11500000000
2,1,1,314,256,Tangerang Selatan,4280853,13761373,3900000000
2,1,2,167,135,Tangerang Selatan,4280854,13761374,5700000000
2,1,3,294,204,Tangerang Selatan,4280855,13761375,10100000000
2,1,3,350,204,Tangerang Selatan,4280856,13761376,5700000000
2,1,1,52,72,Tangerang Selatan,4280857,13761377,1090000000
2,1,1,90,54,Tangerang Selatan,4280858,13761378,3466355871
2,3,1,88,72,Tangerang Selatan,4280859,13761379,2350000000
2,1,2,250,153,Tangerang Selatan,4280860,13761380,4250000000
2,1,2,248,170,Tangerang Selatan,4280861,13761381,7500000000
2,1,2,340,502,Tangerang Selatan,4280862,13761382,6900000000
2,1,2,185,195,Tangerang Selatan,4280863,13761383,4800000000
2,1,2,309,204,Tangerang Selatan,4280864,13761384,5000000000
2,1,2,380,406,Tangerang Selatan,4280865,13761385,6900000000
2,1,2,137,180,Tangerang Selatan,4280866,13761386,2870000000
2,1,2,36,60,Tangerang Selatan,4280867,13761387,3466355871
2,1,2,99,84,Tangerang Selatan,4280868,13761388,2500000000
2,1,2,240,298,Tangerang Selatan,4280869,13761389,5800000000
2,1,1,120,141,Tangerang Selatan,4280870,13761390,1500000000
2,1,4,400,260,Tangerang Selatan,4280871,13761391,4950000000
2,1,3,250,135,Tangerang Selatan,4280872,13761392,3400000000
2,1,2,88,84,Tangerang Selatan,4280873,13761393,1100000000
2,1,1,36,108,Tangerang Selatan,4280874,13761394,3466355871
2,1,4,318,308,Tangerang Selatan,4280875,13761395,7000000000
2,1,4,315,247,Tangerang Selatan,4280876,13761396,3500000000
2,1,0,46,66,Tangerang Selatan,4280877,13761397,3466355871
2,2,1,45,70,Tangerang Selatan,4280878,13761398,3466355871
2,1,1,58,72,Tangerang Selatan,4280879,13761399,3466355871
2,1,0,30,60,Tangerang Selatan,4280880,13761400,3466355871
2,1,2,200,135,Tangerang Selatan,4280881,13761401,3950000000
2,1,1,150,120,Tangerang Selatan,4280882,13761402,1800000000
2,1,1,200,250,Tangerang Selatan,4280883,13761403,4500000000
2,1,1,42,75,Tangerang Selatan,4280884,13761404,3466355871
2,1,1,70,90,Tangerang Selatan,4280885,13761405,1500000000
2,1,1,165,120,Tangerang Selatan,4280886,13761406,3050000000
2,1,1,300,300,Tangerang Selatan,4280887,13761407,2800000000
2,2,1,249,205,Tangerang Selatan,4280888,13761408,5750000000
2,2,1,180,120,Tangerang Selatan,4280889,13761409,1050000000
2,2,1,350,200,Tangerang Selatan,4280890,13761410,1600000000
2,1,1,90,54,Tangerang Selatan,4280891,13761411,3466355871
2,2,0,200,288,Tangerang Selatan,4280892,13761412,3500000000
2,1,1,67,60,Tangerang Selatan,4280893,13761413,3466355871
2,1,2,84,96,Tangerang Selatan,4280894,13761414,1100000000
2,1,4,400,929,Tangerang Selatan,4280895,13761415,7300000000
2,1,0,200,100,Tangerang Selatan,4280896,13761416,2900000000
2,1,1,78,72,Tangerang Selatan,4280897,13761417,3466355871
2,1,1,95,84,Tangerang Selatan,4280898,13761418,2150000000
2,1,1,65,60,Tangerang Selatan,4280899,13761419,3466355871
2,1,1,133,60,Tangerang Selatan,4280900,13761420,2100000000
2,1,0,200,288,Tangerang Selatan,4280901,13761421,3500000000
2,1,2,150,120,Tangerang Selatan,4280902,13761422,4300000000
2,2,1,78,72,Tangerang Selatan,4280903,13761423,3466355871
2,3,1,65,60,Tangerang Selatan,4280904,13761424,3466355871
2,1,0,425,585,Tangerang Selatan,4280905,13761425,15000000000
2,1,2,168,142,Tangerang Selatan,4280906,13761426,4350000000
2,1,1,78,72,Tangerang Selatan,4280907,13761427,3466355871
2,1,0,150,175,Tangerang Selatan,4280908,13761428,1500000000
2,1,1,65,60,Tangerang Selatan,4280909,13761429,3466355871
2,1,2,360,267,Tangerang Selatan,4280910,13761430,6000000000
2,1,0,78,98,Tangerang Selatan,4280911,13761431,1100000000
2,1,1,200,122,Tangerang Selatan,4280912,13761432,1850000000
2,1,0,78,72,Tangerang Selatan,4280913,13761433,3466355871
2,1,1,65,60,Tangerang Selatan,4280914,13761434,3466355871
2,1,0,200,142,Tangerang Selatan,4280915,13761435,1900000000
2,1,1,100,128,Tangerang Selatan,4280916,13761436,1700000000
2,1,1,228,162,Tangerang Selatan,4280917,13761437,3700000000
2,1,1,120,180,Tangerang Selatan,4280918,13761438,1670000000
2,1,1,100,72,Tangerang Selatan,4280919,13761439,1950000000
2,1,1,78,72,Tangerang Selatan,4280920,13761440,3466355871
2,1,1,70,133,Tangerang Selatan,4280921,13761441,2850000000
2,1,1,42,81,Tangerang Selatan,4280922,13761442,3466355871
2,1,2,175,162,Tangerang Selatan,4280923,13761443,3950000000
2,2,1,206,162,Tangerang Selatan,4280924,13761444,1900000000
2,1,2,65,60,Tangerang Selatan,4280925,13761445,3466355871
2,1,1,65,72,Tangerang Selatan,4280926,13761446,3466355871
2,1,1,36,72,Tangerang Selatan,4280927,13761447,3466355871
2,1,1,80,72,Tangerang Selatan,4280928,13761448,3466355871
2,1,1,100,84,Tangerang Selatan,4280929,13761449,1350000000
2,1,2,110,170,Tangerang Selatan,4280930,13761450,1750000000
2,1,2,67,60,Tangerang Selatan,4280931,13761451,3466355871
2,1,2,325,375,Tangerang Selatan,4280932,13761452,10800000000
2,2,2,400,320,Tangerang Selatan,4280933,13761453,8300000000
2,1,1,40,72,Tangerang Selatan,4280934,13761454,3466355871
2,2,2,600,765,Tangerang Selatan,4280935,13761455,16000000000
2,1,1,270,160,Tangerang Selatan,4280936,13761456,4000000000
2,2,4,1000,598,Tangerang Selatan,4280937,13761457,7800000000
2,1,2,125,96,Tangerang Selatan,4280938,13761458,1700000000
2,2,2,200,392,Tangerang Selatan,4280939,13761459,9000000000
2,1,1,63,98,Tangerang Selatan,4280940,13761460,1300000000
2,2,1,63,104,Tangerang Selatan,4280941,13761461,1550000000
2,1,1,100,128,Tangerang Selatan,4280942,13761462,3466355871
2,1,0,170,135,Tangerang Selatan,4280943,13761463,2600000000
2,1,0,72,105,Tangerang Selatan,4280944,13761464,1550000000
2,1,2,450,316,Tangerang Selatan,4280945,13761465,6500000000
2,1,2,152,120,Tangerang Selatan,4280946,13761466,2400000000
2,2,2,500,367,Tangerang Selatan,4280947,13761467,8500000000
2,1,2,500,560,Tangerang Selatan,4280948,13761468,10000000000
2,1,2,152,120,Tangerang Selatan,4280949,13761469,4410000000
2,1,2,300,235,Tangerang Selatan,4280950,13761470,5200000000
2,1,2,250,180,Tangerang Selatan,4280951,13761471,4500000000
2,1,1,55,72,Tangerang Selatan,4280952,13761472,1020000000
2,1,1,101,119,Tangerang Selatan,4280953,13761473,2400000000
2,1,1,220,160,Tangerang Selatan,4280954,13761474,3890000000
2,1,2,250,180,Tangerang Selatan,4280955,13761475,4500000000
2,1,1,45,70,Tangerang Selatan,4280956,13761476,3466355871
2,1,1,100,120,Tangerang Selatan,4280957,13761477,1750000000
2,1,1,180,100,Tangerang Selatan,4280958,13761478,1500000000
2,1,2,498,530,Tangerang Selatan,4280959,13761479,7650000000
2,1,1,220,265,Tangerang Selatan,4280960,13761480,3500000000
2,2,2,170,117,Tangerang Selatan,4280961,13761481,2900000000
2,2,1,65,72,Tangerang Selatan,4280962,13761482,1200000000
2,1,1,100,105,Tangerang Selatan,4280963,13761483,2400000000
2,1,1,55,72,Tangerang Selatan,4280964,13761484,1020000000
2,1,0,139,169,Tangerang Selatan,4280965,13761485,1370000000
2,1,2,140,84,Tangerang Selatan,4280966,13761486,2050000000
2,1,1,71,72,Tangerang Selatan,4280967,13761487,1200000000
2,1,1,300,380,Tangerang Selatan,4280968,13761488,2900000000
2,1,1,144,72,Tangerang Selatan,4280969,13761489,3466355871
2,1,2,400,350,Tangerang Selatan,4280970,13761490,4990000000
2,1,1,90,104,Tangerang Selatan,4280971,13761491,1250000000
2,1,1,200,250,Tangerang Selatan,4280972,13761492,1800000000
2,1,1,350,234,Tangerang Selatan,4280973,13761493,6700000000
2,1,0,65,70,Tangerang Selatan,4280974,13761494,1080000000
2,1,0,85,225,Tangerang Selatan,4280975,13761495,1700000000
2,1,1,200,122,Tangerang Selatan,4280976,13761496,1850000000
2,1,10,200,236,Tangerang Selatan,4280977,13761497,2500000000
2,2,1,100,72,Tangerang Selatan,4280978,13761498,1950000000
2,1,1,149,145,Tangerang Selatan,4280979,13761499,2500000000
2,1,1,80,96,Tangerang Selatan,4280980,13761500,1850000000
2,1,1,200,122,Tangerang Selatan,4280981,13761501,1850000000
2,1,1,55,88,Tangerang Selatan,4280982,13761502,3466355871
2,1,1,94,120,Tangerang Selatan,4280983,13761503,1290000000
2,1,1,110,84,Tangerang Selatan,4280984,13761504,2300000000
2,1,1,72,105,Tangerang Selatan,4280985,13761505,1550000000
2,1,0,220,160,Tangerang Selatan,4280986,13761506,2000000000
2,1,1,250,602,Tangerang Selatan,4280987,13761507,2500000000
2,1,0,210,144,Tangerang Selatan,4280988,13761508,3800000000
2,1,1,255,240,Tangerang Selatan,4280989,13761509,4200000000
2,1,1,80,108,Tangerang Selatan,4280990,13761510,1370000000
2,1,2,108,102,Tangerang Selatan,4280991,13761511,1750000000
2,1,2,210,144,Tangerang Selatan,4280992,13761512,3800000000
2,1,2,50,60,Tangerang Selatan,4280993,13761513,3466355871
2,1,2,50,60,Tangerang Selatan,4280994,13761514,3466355871
2,1,1,55,84,Tangerang Selatan,4280995,13761515,1300000000
2,1,0,60,32,Tangerang Selatan,4280996,13761516,3466355871
2,1,2,50,60,Tangerang Selatan,4280997,13761517,3466355871
2,2,2,210,144,Tangerang Selatan,4280998,13761518,3800000000
2,1,2,360,267,Tangerang Selatan,4280999,13761519,6000000000
2,1,2,50,60,Tangerang Selatan,42801000,13761520,3466355871
2,1,2,50,60,Tangerang Selatan,42801001,13761521,3466355871
2,1,1,140,160,Tangerang Selatan,42801002,13761522,1750000000
2,1,2,100,105,Tangerang Selatan,42801003,13761523,3150000000
2,1,2,98,90,Tangerang Selatan,42801004,13761524,2500000000
2,1,2,50,60,Tangerang Selatan,42801005,13761525,3466355871
2,1,2,250,144,Tangerang Selatan,42801006,13761526,2990000000
2,1,2,50,60,Tangerang Selatan,42801007,13761527,3466355871
2,1,2,50,60,Tangerang Selatan,42801008,13761528,3466355871
2,1,2,50,60,Tangerang Selatan,42801009,13761529,3466355871
2,1,2,50,60,Tangerang Selatan,42801010,13761530,3466355871
2,1,2,50,60,Tangerang Selatan,42801011,13761531,3466355871
2,1,1,180,120,Tangerang Selatan,42801012,13761532,2400000000
2,1,2,50,60,Tangerang Selatan,42801013,13761533,3466355871
2,1,1,125,150,Tangerang Selatan,42801014,13761534,3466355871
2,1,2,50,60,Tangerang Selatan,42801015,13761535,3466355871
2,1,2,50,60,Tangerang Selatan,42801016,13761536,3466355871
2,1,2,300,177,Tangerang Selatan,42801017,13761537,5800000000
2,1,2,50,60,Tangerang Selatan,42801018,13761538,3466355871
2,2,2,50,60,Tangerang Selatan,42801019,13761539,3466355871
2,1,1,80,108,Tangerang Selatan,42801020,13761540,1370000000
2,1,2,50,60,Tangerang Selatan,42801021,13761541,3466355871
2,1,2,50,60,Tangerang Selatan,42801022,13761542,3466355871
2,1,2,280,230,Tangerang Selatan,42801023,13761543,6450000000
2,1,0,80,128,Tangerang Selatan,42801024,13761544,3466355871
2,1,2,50,60,Tangerang Selatan,42801025,13761545,3466355871
2,1,2,50,60,Tangerang Selatan,42801026,13761546,3466355871
2,1,2,300,674,Tangerang Selatan,42801027,13761547,6500000000
2,1,0,118,118,Tangerang Selatan,42801028,13761548,2500000000
2,1,1,150,250,Tangerang Selatan,42801029,13761549,3200000000
2,1,1,101,72,Tangerang Selatan,42801030,13761550,1400000000
2,1,1,150,154,Tangerang Selatan,42801031,13761551,1250000000
2,1,0,175,162,Tangerang Selatan,42801032,13761552,3600000000
2,1,2,350,303,Tangerang Selatan,42801033,13761553,4800000000
2,1,1,110,184,Tangerang Selatan,42801034,13761554,2400000000
2,1,2,300,621,Tangerang Selatan,42801035,13761555,3300000000
2,1,0,90,70,Tangerang Selatan,42801036,13761556,3466355871
2,1,1,41,72,Tangerang Selatan,42801037,13761557,3466355871
2,1,1,40,72,Tangerang Selatan,42801038,13761558,3466355871
2,1,2,63,60,Tangerang Selatan,42801039,13761559,3466355871
2,1,1,60,50,Tangerang Selatan,42801040,13761560,3466355871
2,1,2,290,330,Tangerang Selatan,42801041,13761561,8800000000
2,1,1,63,96,Tangerang Selatan,42801042,13761562,1600000000
2,1,1,90,114,Tangerang Selatan,42801043,13761563,1380000000
2,1,0,162,162,Tangerang Selatan,42801044,13761564,2500000000
2,1,0,1037,1037,Tangerang Selatan,42801045,13761565,9700000000
2,1,1,200,200,Tangerang Selatan,42801046,13761566,2750000000
2,1,2,230,140,Tangerang Selatan,42801047,13761567,2500000000
2,1,2,185,150,Tangerang Selatan,42801048,13761568,3600000000
2,1,2,65,60,Tangerang Selatan,42801049,13761569,3466355871
2,1,2,300,291,Tangerang Selatan,42801050,13761570,8500000000
2,1,2,653,426,Tangerang Selatan,42801051,13761571,11500000000
2,1,0,30,60,Tangerang Selatan,42801052,13761572,3466355871
2,1,0,112,87,Tangerang Selatan,42801053,13761573,3466355871
2,1,1,55,72,Tangerang Selatan,42801054,13761574,3466355871
2,1,2,126,171,Tangerang Selatan,42801055,13761575,4720000000
2,1,2,264,272,Tangerang Selatan,42801056,13761576,6900000000
2,1,2,300,396,Tangerang Selatan,42801057,13761577,5800000000
2,1,2,65,60,Tangerang Selatan,42801058,13761578,3466355871
2,2,2,250,204,Tangerang Selatan,42801059,13761579,5500000000
2,1,2,65,60,Tangerang Selatan,42801060,13761580,3466355871
2,1,1,160,188,Tangerang Selatan,42801061,13761581,2650000000
2,1,2,300,824,Tangerang Selatan,42801062,13761582,14500000000
2,1,2,100,72,Tangerang Selatan,42801063,13761583,1870000000
2,1,2,100,95,Tangerang Selatan,42801064,13761584,2200000000
2,1,1,83,72,Tangerang Selatan,42801065,13761585,2200000000
2,1,2,192,145,Tangerang Selatan,42801066,13761586,2900000000
2,1,2,350,222,Tangerang Selatan,42801067,13761587,6500000000
2,1,2,140,85,Tangerang Selatan,42801068,13761588,1770000000
2,1,2,65,60,Tangerang Selatan,42801069,13761589,3466355871
2,1,2,163,169,Tangerang Selatan,42801070,13761590,4700000000
2,1,4,180,209,Tangerang Selatan,42801071,13761591,4800000000
2,1,0,100,72,Tangerang Selatan,42801072,13761592,1950000000
2,1,2,250,298,Tangerang Selatan,42801073,13761593,5800000000
2,2,0,120,90,Tangerang Selatan,42801074,13761594,1950000000
2,2,1,90,90,Tangerang Selatan,42801075,13761595,1200000000
2,2,0,200,180,Tangerang Selatan,42801076,13761596,5500000000
2,2,2,270,310,Tangerang Selatan,42801077,13761597,4000000000
2,1,2,65,60,Tangerang Selatan,42801078,13761598,3466355871
2,1,2,65,60,Tangerang Selatan,42801079,13761599,3466355871
2,1,2,120,96,Tangerang Selatan,42801080,13761600,1650000000
2,1,1,250,602,Tangerang Selatan,42801081,13761601,3600000000
2,2,2,309,204,Tangerang Selatan,42801082,13761602,5000000000
2,1,2,234,250,Tangerang Selatan,42801083,13761603,5500000000
2,1,1,65,90,Tangerang Selatan,42801084,13761604,3466355871
2,1,3,294,204,Tangerang Selatan,42801085,13761605,9090000000
2,1,1,460,206,Tangerang Selatan,42801086,13761606,6000000000
2,2,3,200,396,Tangerang Selatan,42801087,13761607,3500000000
2,1,0,63,104,Tangerang Selatan,42801088,13761608,1550000000
2,2,2,350,204,Tangerang Selatan,42801089,13761609,5700000000
2,1,2,74,84,Tangerang Selatan,42801090,13761610,2100000000
2,1,1,107,117,Tangerang Selatan,42801091,13761611,2300000000
2,1,1,150,112,Tangerang Selatan,42801092,13761612,1950000000
2,1,1,120,80,Tangerang Selatan,42801093,13761613,1900000000
2,1,1,55,81,Tangerang Selatan,42801094,13761614,3466355871
2,1,0,232,180,Tangerang Selatan,42801095,13761615,4250000000
