km-tidur,km-mandi,garasi,bangunan,tanah,lokasi,umr,jlh-pdk,harga
4,3,1,60,112,Bogor,4330680,5385650,4881466414
4,1,2,400,340,Bogor,4330681,5385651,7000000000
4,4,2,360,313,Bogor,4330682,5385652,6500000000
4,4,0,150,120,Bogor,4330683,5385653,1450000000
4,4,2,515,518,Bogor,4330684,5385654,11500000000
4,3,1,29,72,Bogor,4330685,5385655,4881466414
4,5,1,34,66,Bogor,4330686,5385656,4881466414
4,3,0,185,144,Bogor,4330687,5385657,1750000000
4,4,1,75,126,Bogor,4330688,5385658,1520000000
4,3,0,220,366,Bogor,4330689,5385659,2380000000
4,4,1,108,128,Bogor,4330690,5385660,1650000000
4,2,0,58,60,Bogor,4330691,5385661,4881466414
4,3,0,42,60,Bogor,4330692,5385662,4881466414
4,3,0,36,76,Bogor,4330693,5385663,4881466414
4,3,0,36,72,Bogor,4330694,5385664,4881466414
4,1,0,36,81,Bogor,4330695,5385665,4881466414
4,3,0,24,60,Bogor,4330696,5385666,4881466414
4,3,0,130,256,Bogor,4330697,5385667,2650000000
4,4,1,230,126,Bogor,4330698,5385668,1950000000
4,3,0,36,76,Bogor,4330699,5385669,4881466414
4,5,0,36,72,Bogor,4330700,5385670,4881466414
4,2,0,36,81,Bogor,4330701,5385671,4881466414
4,3,1,44,105,Bogor,4330702,5385672,4881466414
4,3,2,450,375,Bogor,4330703,5385673,7000000000
4,3,2,350,334,Bogor,4330704,5385674,4500000000
4,2,0,30,37,Bogor,4330705,5385675,4881466414
4,4,0,36,78,Bogor,4330706,5385676,4881466414
4,2,0,30,54,Bogor,4330707,5385677,4881466414
4,3,0,36,76,Bogor,4330708,5385678,4881466414
4,2,0,36,72,Bogor,4330709,5385679,4881466414
4,5,1,75,126,Bogor,4330710,5385680,1520000000
4,3,0,36,81,Bogor,4330711,5385681,4881466414
4,4,0,605,594,Bogor,4330712,5385682,7300000000
4,3,0,36,76,Bogor,4330713,5385683,4881466414
4,3,0,70,162,Bogor,4330714,5385684,4881466414
4,2,1,34,66,Bogor,4330715,5385685,4881466414
4,2,0,36,72,Bogor,4330716,5385686,4881466414
4,4,0,36,81,Bogor,4330717,5385687,4881466414
4,4,0,168,124,Bogor,4330718,5385688,1400000000
4,3,1,36,100,Bogor,4330719,5385689,4881466414
4,3,1,60,105,Bogor,4330720,5385690,1000000000
4,3,0,36,76,Bogor,4330721,5385691,4881466414
4,3,0,36,78,Bogor,4330722,5385692,4881466414
4,3,0,36,81,Bogor,4330723,5385693,4881466414
4,3,0,160,200,Bogor,4330724,5385694,4881466414
4,6,0,275,329,Bogor,4330725,5385695,3900000000
4,5,0,36,76,Bogor,4330726,5385696,4881466414
4,5,0,60,105,Bogor,4330727,5385697,4881466414
4,3,0,36,72,Bogor,4330728,5385698,4881466414
4,4,2,75,135,Bogor,4330729,5385699,1050000000
4,1,0,150,553,Bogor,4330730,5385700,11600000000
4,3,0,36,81,Bogor,4330731,5385701,4881466414
4,3,0,36,78,Bogor,4330732,5385702,4881466414
4,3,0,36,76,Bogor,4330733,5385703,4881466414
4,3,0,36,72,Bogor,4330734,5385704,4881466414
4,4,0,30,49,Bogor,4330735,5385705,4881466414
4,3,6,600,1400,Bogor,4330736,5385706,4000000000
4,3,0,36,81,Bogor,4330737,5385707,4881466414
4,4,0,60,90,Bogor,4330738,5385708,4881466414
4,2,1,108,128,Bogor,4330739,5385709,1650000000
4,3,0,36,76,Bogor,4330740,5385710,4881466414
4,4,1,980,575,Bogor,4330741,5385711,9000000000
4,4,0,36,72,Bogor,4330742,5385712,4881466414
4,3,0,36,78,Bogor,4330743,5385713,4881466414
4,5,2,140,105,Bogor,4330744,5385714,1450000000
4,3,0,36,81,Bogor,4330745,5385715,4881466414
4,2,1,213,128,Bogor,4330746,5385716,2000000000
4,3,0,36,76,Bogor,4330747,5385717,4881466414
4,3,0,36,72,Bogor,4330748,5385718,4881466414
4,2,0,36,78,Bogor,4330749,5385719,4881466414
4,3,0,36,76,Bogor,4330750,5385720,4881466414
4,3,0,36,72,Bogor,4330751,5385721,4881466414
4,3,0,36,81,Bogor,4330752,5385722,4881466414
4,3,2,180,144,Bogor,4330753,5385723,1250000000
4,3,0,250,300,Bogor,4330754,5385724,3250000000
4,3,0,29,72,Bogor,4330755,5385725,4881466414
4,3,0,99,105,Bogor,4330756,5385726,1600000000
4,4,0,99,105,Bogor,4330757,5385727,1600000000
4,4,1,48,79,Bogor,4330758,5385728,4881466414
4,5,0,49,84,Bogor,4330759,5385729,4881466414
4,4,1,280,140,Bogor,4330760,5385730,4881466414
4,4,1,160,105,Bogor,4330761,5385731,1800000000
4,3,1,72,72,Bogor,4330762,5385732,4881466414
4,2,0,36,78,Bogor,4330763,5385733,4881466414
4,4,1,250,189,Bogor,4330764,5385734,2700000000
4,4,1,101,276,Bogor,4330765,5385735,1970000000
4,4,1,100,183,Bogor,4330766,5385736,1350000000
4,4,1,90,127,Bogor,4330767,5385737,1100000000
4,4,0,30,30,Bogor,4330768,5385738,4881466414
4,4,2,54,66,Bogor,4330769,5385739,4881466414
4,4,0,45,79,Bogor,4330770,5385740,4881466414
4,4,0,36,78,Bogor,4330771,5385741,4881466414
4,2,2,54,66,Bogor,4330772,5385742,4881466414
4,3,1,70,90,Bogor,4330773,5385743,4881466414
4,3,2,54,66,Bogor,4330774,5385744,4881466414
4,3,2,54,66,Bogor,4330775,5385745,4881466414
4,3,0,220,258,Bogor,4330776,5385746,2250000000
4,3,1,100,90,Bogor,4330777,5385747,4881466414
4,3,2,54,66,Bogor,4330778,5385748,4881466414
4,4,0,36,78,Bogor,4330779,5385749,4881466414
4,2,2,54,66,Bogor,4330780,5385750,4881466414
4,3,1,55,120,Bogor,4330781,5385751,1150000000
4,3,1,36,68,Bogor,4330782,5385752,4881466414
4,4,0,30,42,Bogor,4330783,5385753,4881466414
4,3,1,45,80,Bogor,4330784,5385754,4881466414
4,3,0,36,78,Bogor,4330785,5385755,4881466414
4,2,1,40,42,Bogor,4330786,5385756,4881466414
4,3,0,36,78,Bogor,4330787,5385757,4881466414
4,4,0,36,76,Bogor,4330788,5385758,4881466414
4,4,0,36,72,Bogor,4330789,5385759,4881466414
4,4,0,36,81,Bogor,4330790,5385760,4881466414
4,4,0,36,76,Bogor,4330791,5385761,4881466414
4,4,0,36,78,Bogor,4330792,5385762,4881466414
4,4,0,36,72,Bogor,4330793,5385763,4881466414
4,3,1,45,72,Bogor,4330794,5385764,4881466414
4,3,1,60,90,Bogor,4330795,5385765,4881466414
4,2,0,36,81,Bogor,4330796,5385766,4881466414
4,2,0,30,37,Bogor,4330797,5385767,4881466414
4,4,0,36,76,Bogor,4330799,5385769,4881466414
4,4,0,36,72,Bogor,4330800,5385770,4881466414
4,4,1,36,63,Bogor,4330801,5385771,4881466414
4,6,0,30,37,Bogor,4330802,5385772,4881466414
4,6,0,36,81,Bogor,4330803,5385773,4881466414
4,4,1,133,128,Bogor,4330804,5385774,2300000000
4,4,0,50,90,Bogor,4330805,5385775,4881466414
4,4,0,36,76,Bogor,4330806,5385776,4881466414
4,3,0,36,72,Bogor,4330807,5385777,4881466414
4,3,1,250,168,Bogor,4330808,5385778,2200000000
4,3,0,36,78,Bogor,4330809,5385779,4881466414
4,4,0,36,60,Bogor,4330810,5385780,4881466414
4,5,0,36,81,Bogor,4330811,5385781,4881466414
4,3,2,89,84,Bogor,4330812,5385782,1650000000
4,4,1,101,276,Bogor,4330813,5385783,1970000000
4,3,0,36,76,Bogor,4330814,5385784,4881466414
4,6,2,89,84,Bogor,4330815,5385785,1250000000
4,2,0,54,66,Bogor,4330816,5385786,4881466414
4,3,0,36,72,Bogor,4330817,5385787,4881466414
4,6,0,30,54,Bogor,4330818,5385788,4881466414
4,3,0,36,81,Bogor,4330819,5385789,4881466414
4,3,1,390,220,Bogor,4330820,5385790,3850000000
4,3,3,70,90,Bogor,4330821,5385791,4881466414
4,3,0,36,78,Bogor,4330822,5385792,4881466414
4,6,1,100,740,Bogor,4330823,5385793,4500000000
4,3,1,940,1400,Bogor,4330824,5385794,16000000000
4,6,2,1200,1722,Bogor,4330825,5385795,40000000000
4,4,0,30,37,Bogor,4330826,5385796,4881466414
4,3,3,150,90,Bogor,4330827,5385797,1150000000
4,4,1,47,87,Bogor,4330828,5385798,4881466414
4,3,2,54,66,Bogor,4330829,5385799,4881466414
4,3,3,275,329,Bogor,4330830,5385800,3900000000
4,3,0,23,23,Bogor,4330831,5385801,4881466414
4,4,2,362,330,Bogor,4330832,5385802,5000000000
4,3,3,200,575,Bogor,4330833,5385803,4500000000
4,3,3,400,340,Bogor,4330834,5385804,7000000000
4,2,4,400,498,Bogor,4330835,5385805,5500000000
4,2,0,60,84,Bogor,4330836,5385806,4881466414
4,3,0,30,58,Bogor,4330837,5385807,4881466414
4,3,1,65,81,Bogor,4330838,5385808,4881466414
4,4,3,360,313,Bogor,4330839,5385809,6500000000
4,3,4,515,518,Bogor,4330840,5385810,11500000000
4,3,3,150,279,Bogor,4330841,5385811,1700000000
4,3,2,54,66,Bogor,4330842,5385812,4881466414
4,3,3,250,267,Bogor,4330843,5385813,4600000000
4,3,0,36,78,Bogor,4330844,5385814,4881466414
4,3,0,30,59,Bogor,4330845,5385815,4881466414
4,4,1,102,87,Bogor,4330846,5385816,1480000000
4,4,0,30,42,Bogor,4330847,5385817,4881466414
4,3,1,110,105,Bogor,4330848,5385818,4881466414
4,3,1,40,84,Bogor,4330849,5385819,4881466414
4,4,0,36,78,Bogor,4330850,5385820,4881466414
4,3,0,36,60,Bogor,4330851,5385821,4881466414
4,3,2,150,200,Bogor,4330852,5385822,4881466414
4,4,0,40,84,Bogor,4330853,5385823,4881466414
4,4,1,40,84,Bogor,4330854,5385824,4881466414
4,3,0,36,78,Bogor,4330855,5385825,4881466414
4,3,0,50,60,Bogor,4330856,5385826,4881466414
4,3,1,38,60,Bogor,4330857,5385827,4881466414
4,3,1,36,70,Bogor,4330858,5385828,4881466414
4,3,0,70,130,Bogor,4330859,5385829,4881466414
4,3,0,36,78,Bogor,4330860,5385830,4881466414
4,4,0,50,117,Bogor,4330861,5385831,1240000000
4,3,0,50,98,Bogor,4330862,5385832,1130000000
4,3,0,50,122,Bogor,4330863,5385833,1310000000
4,4,0,70,88,Bogor,4330864,5385834,4881466414
4,4,0,36,90,Bogor,4330865,5385835,4881466414
4,3,0,36,90,Bogor,4330866,5385836,4881466414
4,3,0,48,84,Bogor,4330867,5385837,1000000000
4,3,2,400,526,Bogor,4330868,5385838,6000000000
4,3,1,150,105,Bogor,4330869,5385839,1500000000
4,3,1,120,120,Bogor,4330870,5385840,4881466414
4,3,1,120,120,Bogor,4330871,5385841,4881466414
4,4,1,54,120,Bogor,4330872,5385842,4881466414
4,3,4,90,125,Bogor,4330873,5385843,4881466414
4,3,1,85,143,Bogor,4330874,5385844,1980000000
4,3,1,69,108,Bogor,4330875,5385845,4881466414
4,4,1,63,150,Bogor,4330876,5385846,1000000000
4,4,1,150,90,Bogor,4330877,5385847,1150000000
4,4,1,89,84,Bogor,4330878,5385848,1250000000
4,2,1,89,84,Bogor,4330879,5385849,1650000000
4,3,1,500,321,Bogor,4330880,5385850,3500000000
4,3,1,70,90,Bogor,4330881,5385851,4881466414
4,3,2,515,518,Bogor,4330882,5385852,11500000000
4,4,1,51,120,Bogor,4330883,5385853,4881466414
4,3,2,34,66,Bogor,4330884,5385854,4881466414
4,3,0,287,287,Bogor,4330885,5385855,2500000000
4,3,0,130,252,Bogor,4330886,5385856,3000000000
4,4,1,30,60,Bogor,4330887,5385857,4881466414
4,3,2,400,340,Bogor,4330888,5385858,7000000000
4,3,2,360,313,Bogor,4330889,5385859,6500000000
4,3,1,200,250,Bogor,4330890,5385860,2500000000
4,3,2,200,127,Bogor,4330891,5385861,3700000000
4,3,3,100,740,Bogor,4330892,5385862,4500000000
4,4,2,500,1272,Bogor,4330893,5385863,15000000000
4,3,1,160,81,Bogor,4330894,5385864,1500000000
4,4,1,90,90,Bogor,4330895,5385865,4881466414
4,3,1,200,306,Bogor,4330896,5385866,3000000000
4,5,1,82,72,Bogor,4330897,5385867,4881466414
4,3,1,90,90,Bogor,4330898,5385868,4881466414
4,3,2,800,504,Bogor,4330899,5385869,5800000000
4,5,1,500,321,Bogor,4330900,5385870,3500000000
4,4,1,89,84,Bogor,4330901,5385871,1250000000
4,3,1,70,90,Bogor,4330902,5385872,4881466414
4,3,1,150,90,Bogor,4330903,5385873,1150000000
4,3,1,36,74,Bogor,4330904,5385874,4881466414
4,3,1,63,150,Bogor,4330905,5385875,1000000000
4,3,1,150,90,Bogor,4330906,5385876,1150000000
4,4,1,89,84,Bogor,4330907,5385877,1650000000
4,3,2,515,518,Bogor,4330908,5385878,11500000000
4,3,1,500,321,Bogor,4330909,5385879,3500000000
4,1,1,70,90,Bogor,4330910,5385880,4881466414
4,3,1,89,84,Bogor,4330911,5385881,1250000000
4,4,1,36,60,Bogor,4330912,5385882,4881466414
4,4,1,139,157,Bogor,4330913,5385883,1500000000
4,3,1,275,329,Bogor,4330914,5385884,3900000000
4,4,1,350,334,Bogor,4330915,5385885,4500000000
4,3,2,450,375,Bogor,4330916,5385886,7000000000
4,2,1,362,330,Bogor,4330917,5385887,5000000000
4,1,1,44,105,Bogor,4330918,5385888,4881466414
4,3,1,42,66,Bogor,4330919,5385889,4881466414
4,3,1,300,180,Bogor,4330920,5385890,2500000000
4,3,0,200,575,Bogor,4330921,5385891,4500000000
4,3,1,65,81,Bogor,4330922,5385892,4881466414
4,3,1,70,90,Bogor,4330923,5385893,4881466414
4,3,1,89,84,Bogor,4330924,5385894,1650000000
4,3,1,500,321,Bogor,4330925,5385895,3500000000
4,3,2,350,344,Bogor,4330926,5385896,4500000000
4,5,2,515,518,Bogor,4330927,5385897,11500000000
4,2,1,89,84,Bogor,4330928,5385898,1650000000
4,3,1,63,150,Bogor,4330929,5385899,1000000000
4,4,2,144,306,Bogor,4330930,5385900,18300000000
4,4,1,24,99,Bogor,4330931,5385901,4881466414
4,3,1,88,144,Bogor,4330932,5385902,1250000000
4,3,1,70,90,Bogor,4330933,5385903,4881466414
4,3,2,495,543,Bogor,4330934,5385904,11000000000
4,3,1,800,504,Bogor,4330935,5385905,5800000000
4,2,1,63,150,Bogor,4330936,5385906,1000000000
4,4,2,299,396,Bogor,4330937,5385907,5000000000
4,3,2,275,329,Bogor,4330938,5385908,3900000000
4,2,1,362,330,Bogor,4330939,5385909,5000000000
4,2,2,450,375,Bogor,4330940,5385910,7000000000
4,3,1,300,180,Bogor,4330941,5385911,2500000000
4,3,2,400,498,Bogor,4330942,5385912,5500000000
4,3,1,141,141,Bogor,4330943,5385913,1500000000
4,4,1,350,334,Bogor,4330944,5385914,4500000000
4,3,1,89,84,Bogor,4330945,5385915,1650000000
4,3,1,150,90,Bogor,4330946,5385916,1150000000
4,3,1,60,84,Bogor,4330947,5385917,4881466414
4,3,1,150,90,Bogor,4330948,5385918,1150000000
4,4,1,48,90,Bogor,4330949,5385919,1100000000
4,2,1,89,84,Bogor,4330950,5385920,1250000000
4,4,1,89,84,Bogor,4330951,5385921,1650000000
4,4,2,500,321,Bogor,4330952,5385922,3500000000
4,2,0,60,51,Bogor,4330953,5385923,4881466414
4,4,1,70,90,Bogor,4330954,5385924,4881466414
4,3,6,500,2200,Bogor,4330955,5385925,15000000000
4,3,1,500,323,Bogor,4330956,5385926,3500000000
4,4,2,385,514,Bogor,4330957,5385927,6200000000
4,3,1,45,105,Bogor,4330958,5385928,4881466414
4,2,1,120,90,Bogor,4330959,5385929,4881466414
4,4,1,36,87,Bogor,4330960,5385930,4881466414
4,3,1,70,90,Bogor,4330962,5385932,4881466414
4,2,2,63,150,Bogor,4330963,5385933,1000000000
4,3,1,500,323,Bogor,4330964,5385934,3500000000
4,3,1,70,90,Bogor,4330965,5385935,4881466414
4,3,1,55,82,Bogor,4330966,5385936,4881466414
4,3,1,150,90,Bogor,4330967,5385937,1150000000
4,4,2,400,696,Bogor,4330968,5385938,9000000000
4,3,2,400,340,Bogor,4330969,5385939,7000000000
4,3,2,360,313,Bogor,4330970,5385940,6500000000
4,3,2,515,518,Bogor,4330971,5385941,11500000000
4,5,2,77,615,Bogor,4330972,5385942,4500000000
4,4,1,43,105,Bogor,4330973,5385943,1200000000
4,3,2,252,234,Bogor,4330974,5385944,4500000000
4,3,2,385,514,Bogor,4330975,5385945,6200000000
4,3,1,44,105,Bogor,4330976,5385946,4881466414
4,3,1,220,136,Bogor,4330977,5385947,1400000000
4,3,1,168,136,Bogor,4330978,5385948,1500000000
4,3,2,450,375,Bogor,4330979,5385949,7000000000
4,3,2,362,330,Bogor,4330980,5385950,5000000000
4,3,2,400,498,Bogor,4330981,5385951,5000000000
4,3,1,60,90,Bogor,4330982,5385952,1100000000
4,3,0,350,250,Bogor,4330983,5385953,2550000000
4,5,2,495,543,Bogor,4330984,5385954,11000000000
4,6,1,88,144,Bogor,4330985,5385955,1250000000
4,3,0,110,133,Bogor,4330986,5385956,1300000000
4,4,0,45,90,Bogor,4330987,5385957,4881466414
4,4,2,400,526,Bogor,4330988,5385958,6000000000
4,3,1,57,72,Bogor,4330989,5385959,4881466414
4,3,1,105,105,Bogor,4330990,5385960,4881466414
4,2,1,125,299,Bogor,4330991,5385961,2300000000
4,3,1,50,108,Bogor,4330992,5385962,4881466414
4,3,1,62,150,Bogor,4330993,5385963,1300000000
4,2,2,299,396,Bogor,4330994,5385964,5000000000
4,3,0,190,246,Bogor,4330995,5385965,2450000000
4,3,1,66,87,Bogor,4330996,5385966,4881466414
4,2,0,180,216,Bogor,4330997,5385967,4881466414
4,3,1,45,83,Bogor,4330998,5385968,4881466414
4,3,1,36,118,Bogor,4330999,5385969,4881466414
4,3,0,200,240,Bogor,43301000,5385970,3900000000
4,2,2,217,382,Bogor,43301001,5385971,3500000000
4,3,0,60,105,Bogor,43301002,5385972,4881466414
4,3,0,30,30,Bogor,43301003,5385973,4881466414
4,2,1,52,105,Bogor,43301004,5385974,1070000000
4,5,0,36,78,Bogor,43301005,5385975,4881466414
4,2,0,350,300,Bogor,43301006,5385976,3100000000
4,2,1,350,334,Bogor,43301007,5385977,4500000000
4,2,2,63,150,Bogor,43301008,5385978,1000000000
4,2,1,36,60,Bogor,43301009,5385979,4881466414
4,3,1,500,323,Bogor,43301010,5385980,3500000000
4,3,1,89,84,Bogor,43301011,5385981,1650000000
4,3,1,89,84,Bogor,43301012,5385982,1250000000
4,2,1,70,90,Bogor,43301013,5385983,4881466414
4,4,1,150,90,Bogor,43301014,5385984,1150000000
4,4,2,200,575,Bogor,43301015,5385985,4500000000
4,3,2,400,340,Bogor,43301016,5385986,7000000000
4,3,2,360,313,Bogor,43301017,5385987,6500000000
4,4,2,515,518,Bogor,43301018,5385988,11500000000
4,3,1,100,144,Bogor,43301019,5385989,4881466414
4,6,1,40,42,Bogor,43301020,5385990,4881466414
4,4,0,350,300,Bogor,43301021,5385991,3100000000
4,5,0,350,300,Bogor,43301022,5385992,3100000000
4,4,0,36,78,Bogor,43301023,5385993,4881466414
4,3,2,285,180,Bogor,43301024,5385994,2750000000
4,4,1,208,341,Bogor,43301025,5385995,2500000000
4,3,0,350,300,Bogor,43301026,5385996,3100000000
4,3,0,113,113,Bogor,43301027,5385997,4881466414
4,3,0,350,300,Bogor,43301028,5385998,3100000000
4,2,0,36,78,Bogor,43301029,5385999,4881466414
4,4,1,36,70,Bogor,43301030,53851000,4881466414
4,2,1,202,200,Bogor,43301031,53851001,4250000000
4,2,0,160,84,Bogor,43301032,53851002,1200000000
4,2,1,58,105,Bogor,43301033,53851003,4881466414
4,3,1,45,65,Bogor,43301034,53851004,4881466414
4,3,0,89,144,Bogor,43301035,53851005,4881466414
4,3,1,40,90,Bogor,43301036,53851006,4881466414
4,3,0,42,42,Bogor,43301037,53851007,4881466414
4,4,0,36,40,Bogor,43301038,53851008,4881466414
4,3,1,45,84,Bogor,43301039,53851009,4881466414
4,3,1,50,90,Bogor,43301040,53851010,4881466414
4,5,0,36,78,Bogor,43301041,53851011,4881466414
4,3,0,80,526,Bogor,43301042,53851012,1700000000
4,3,1,36,65,Bogor,43301043,53851013,4881466414
4,3,1,99,128,Bogor,43301044,53851014,1550000000
4,3,1,45,84,Bogor,43301045,53851015,4881466414
4,4,1,250,200,Bogor,43301046,53851016,3150000000
4,3,1,59,105,Bogor,43301047,53851017,4881466414
4,3,1,48,150,Bogor,43301048,53851018,4881466414
4,3,1,153,344,Bogor,43301049,53851019,4000000000
4,3,0,60,102,Bogor,43301050,53851020,4881466414
4,2,1,250,168,Bogor,43301051,53851021,2200000000
4,3,2,400,526,Bogor,43301052,53851022,6000000000
4,3,1,36,50,Bogor,43301053,53851023,4881466414
4,3,1,66,136,Bogor,43301054,53851024,1490000000
4,3,3,650,309,Bogor,43301055,53851025,9500000000
4,3,0,36,78,Bogor,43301056,53851026,4881466414
4,2,1,45,109,Bogor,43301057,53851027,4881466414
4,4,0,42,84,Bogor,43301058,53851028,4881466414
4,5,1,500,321,Bogor,43301059,53851029,3500000000
4,4,1,290,1470,Bogor,43301060,53851030,5100000000
4,4,0,150,86,Bogor,43301061,53851031,4881466414
4,2,1,60,36,Bogor,43301062,53851032,4881466414
4,4,1,33,84,Bogor,43301063,53851033,4881466414
4,3,0,160,180,Bogor,43301064,53851034,2250000000
4,3,1,89,84,Bogor,43301065,53851035,1650000000
4,3,1,150,90,Bogor,43301066,53851036,1150000000
4,3,0,30,37,Bogor,43301067,53851037,4881466414
4,3,1,400,340,Bogor,43301068,53851038,7000000000
4,3,2,54,66,Bogor,43301069,53851039,4881466414
4,4,0,36,78,Bogor,43301070,53851040,4881466414
4,4,1,360,313,Bogor,43301071,53851041,6500000000
4,3,0,99,128,Bogor,43301072,53851042,1450000000
4,3,0,70,105,Bogor,43301073,53851043,4881466414
4,3,0,135,120,Bogor,43301074,53851044,1500000000
4,3,0,120,120,Bogor,43301075,53851045,2600000000
4,3,0,36,76,Bogor,43301076,53851046,4881466414
4,4,2,515,518,Bogor,43301077,53851047,11500000000
4,1,0,36,72,Bogor,43301078,53851048,4881466414
4,3,0,36,81,Bogor,43301079,53851049,4881466414
4,3,1,70,90,Bogor,43301080,53851050,4881466414
4,3,0,36,76,Bogor,43301081,53851051,4881466414
4,3,0,350,300,Bogor,43301082,53851052,3100000000
4,3,0,36,72,Bogor,43301083,53851053,4881466414
4,3,0,36,81,Bogor,43301084,53851054,4881466414
4,3,2,210,287,Bogor,43301085,53851055,2850000000
4,4,2,600,630,Bogor,43301086,53851056,8600000000
4,3,0,36,78,Bogor,43301087,53851057,4881466414
4,4,0,115,84,Bogor,43301088,53851058,1100000000
4,4,1,36,69,Bogor,43301089,53851059,4881466414
4,3,2,54,66,Bogor,43301090,53851060,4881466414
4,3,1,250,168,Bogor,43301091,53851061,2200000000
4,3,2,54,70,Bogor,43301092,53851062,4881466414
4,4,1,99,128,Bogor,43301093,53851063,1450000000
4,4,0,30,42,Bogor,43301094,53851064,4881466414
4,3,1,36,72,Bogor,43301095,53851065,4881466414
4,4,2,54,66,Bogor,43301096,53851066,4881466414
4,3,1,70,105,Bogor,43301097,53851067,1570000000
4,4,1,250,168,Bogor,43301098,53851068,2200000000
4,3,1,99,128,Bogor,43301099,53851069,1450000000
4,3,1,90,128,Bogor,43301100,53851070,4881466414
4,4,1,36,65,Bogor,43301101,53851071,4881466414
4,2,0,36,78,Bogor,43301102,53851072,4881466414
4,4,2,385,514,Bogor,43301103,53851073,6200000000
4,3,1,36,40,Bogor,43301104,53851074,4881466414
4,3,10,400,2155,Bogor,43301105,53851075,8300000000
4,5,0,36,76,Bogor,43301106,53851076,4881466414
4,3,0,36,72,Bogor,43301107,53851077,4881466414
4,1,0,36,81,Bogor,43301108,53851078,4881466414
4,2,0,36,76,Bogor,43301109,53851079,4881466414
4,4,0,36,72,Bogor,43301110,53851080,4881466414
4,2,0,36,81,Bogor,43301111,53851081,4881466414
4,3,1,127,171,Bogor,43301112,53851082,1750000000
4,2,1,36,40,Bogor,43301113,53851083,4881466414
4,3,2,170,120,Bogor,43301114,53851084,1550000000
4,4,1,74,70,Bogor,43301115,53851085,1100000000
4,3,1,150,227,Bogor,43301116,53851086,1700000000
4,2,1,250,168,Bogor,43301117,53851087,2200000000
4,1,1,97,87,Bogor,43301118,53851088,1440000000
4,3,0,90,94,Bogor,43301119,53851089,4881466414
4,3,1,36,72,Bogor,43301120,53851090,4881466414
4,2,1,36,50,Bogor,43301121,53851091,4881466414
4,3,1,27,60,Bogor,43301122,53851092,4881466414
4,2,0,70,130,Bogor,43301123,53851093,4881466414
4,3,0,52,105,Bogor,43301124,53851094,4881466414
4,3,0,48,84,Bogor,43301125,53851095,1000000000
4,3,1,90,144,Bogor,43301126,53851096,2000000000
4,1,0,65,136,Bogor,43301127,53851097,1950000000
4,3,2,200,575,Bogor,43301128,53851098,4500000000
4,3,4,400,340,Bogor,43301129,53851099,7000000000
4,3,2,360,313,Bogor,43301130,53851100,6500000000
4,3,1,125,299,Bogor,43301131,53851101,2300000000
4,3,1,500,321,Bogor,43301132,53851102,3500000000
4,3,1,350,334,Bogor,43301133,53851103,4500000000
4,3,1,88,144,Bogor,43301134,53851104,1250000000
4,4,1,36,50,Bogor,43301135,53851105,4881466414
4,3,1,250,125,Bogor,43301136,53851106,1500000000
4,3,1,66,46,Bogor,43301137,53851107,4881466414
4,3,1,58,72,Bogor,43301138,53851108,4881466414
4,3,2,178,120,Bogor,43301139,53851109,2700000000
4,3,1,150,90,Bogor,43301140,53851110,1150000000
4,3,1,89,84,Bogor,43301141,53851111,1650000000
4,3,0,70,90,Bogor,43301142,53851112,4881466414
4,3,1,48,90,Bogor,43301143,53851113,1100000000
4,3,1,89,84,Bogor,43301144,53851114,1250000000
4,3,1,500,321,Bogor,43301145,53851115,3500000000
4,3,0,450,300,Bogor,43301146,53851116,4000000000
4,3,0,280,115,Bogor,43301147,53851117,4881466414
4,3,1,65,60,Bogor,43301148,53851118,1080000000
4,3,5,196,687,Bogor,43301149,53851119,6000000000
4,3,1,36,72,Bogor,43301150,53851120,4881466414
4,3,2,300,173,Bogor,43301151,53851121,1700000000
4,3,1,45,60,Bogor,43301152,53851122,4881466414
4,3,1,36,56,Bogor,43301153,53851123,4881466414
4,3,1,50,72,Bogor,43301154,53851124,4881466414
4,3,1,100,90,Bogor,43301155,53851125,4881466414
4,3,2,309,330,Bogor,43301156,53851126,7400000000
4,3,0,45,70,Bogor,43301157,53851127,4881466414
4,3,0,200,415,Bogor,43301158,53851128,1500000000
4,3,0,36,45,Bogor,43301159,53851129,4881466414
4,3,0,36,55,Bogor,43301160,53851130,4881466414
4,2,2,300,200,Bogor,43301161,53851131,5200000000
4,3,1,60,112,Bogor,43301162,53851132,4881466414
4,3,1,54,96,Bogor,43301163,53851133,4881466414
4,3,1,160,172,Bogor,43301164,53851134,1500000000
4,3,1,36,60,Bogor,43301165,53851135,4881466414
4,3,2,360,313,Bogor,43301166,53851136,6500000000
4,3,2,360,313,Bogor,43301167,53851137,6500000000
4,3,2,515,518,Bogor,43301168,53851138,11500000000
4,3,1,150,96,Bogor,43301169,53851139,4881466414
4,3,1,215,180,Bogor,43301170,53851140,1900000000
4,3,0,110,120,Bogor,43301171,53851141,4881466414
4,3,1,180,200,Bogor,43301172,53851142,2500000000
4,2,1,99,128,Bogor,43301173,53851143,1650000000
4,3,1,60,105,Bogor,43301174,53851144,4881466414
4,2,1,120,135,Bogor,43301175,53851145,1800000000
4,3,0,49,84,Bogor,43301176,53851146,4881466414
4,2,1,48,60,Bogor,43301177,53851147,4881466414
4,3,2,252,234,Bogor,43301178,53851148,4500000000
4,3,2,77,615,Bogor,43301179,53851149,4500000000
